predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
meandonorsex,TRI,predictorvalue,1,2531,2.44,2.44,0.1180429598,1.1816798E-01,1,0.5133318552
meandonorage,LAKTAT,predspline,2,18653,4.22,2.11,0.1215369895,1.2156593E-01,1,0.5216975052
meandonationtime,MCV,predspline,2,36281,4.18,2.09,0.1236613899,1.2367628E-01,1,0.5216975052
numdoncat,FIB,predictorvalue,4,13548,7.24,1.81,0.1238998507,1.2396772E-01,1,0.5216975052
numdoncat,LD,predictorvalue,4,6633,7.04,1.76,0.1335492059,1.3368850E-01,1,0.5568056976
meandonorage,OSMO,predspline,2,6414,4.00,2.00,0.1353025057,1.3538690E-01,1,0.5581255749
meanweekday,MCH,predictorvalue,5,36496,8.32,1.66,0.1394230921,1.3945329E-01,1,0.5601630153
meandonorsex,COHB,predictorvalue,1,14014,2.16,2.16,0.1416576351,1.4168008E-01,1,0.5601630153
foreigndonor,ALB,predictorvalue,1,22890,2.14,2.14,0.143347826,1.4336156E-01,1,0.5601630153
meandonationtime,FIB,predspline,2,13493,3.85,1.93,0.1456156093,1.4565567E-01,1,0.5601630153
donorparity,MONO,predictorvalue,2,1904,3.85,1.93,0.1455737709,1.4585760E-01,1,0.5601630153
timesincecat,TRI,predictorvalue,3,2530,5.38,1.79,0.1457649362,1.4605733E-01,1,0.5601630153
meandonorsex,ALP,predictorvalue,1,6620,2.11,2.11,0.1465247931,1.4657218E-01,1,0.5601630153
meanweekday,FERRITIN,predictorvalue,5,2548,8.18,1.64,0.146540811,1.4697346E-01,1,0.5601630153
donorparity,CL,predictorvalue,2,20833,3.79,1.90,0.1501954642,1.5022138E-01,1,0.5663360627
meanstoragetime,NEUTRO,predspline,2,10759,3.78,1.89,0.1513466206,1.5139677E-01,1,0.5663360627
meandonorsex,MCHC,predictorvalue,1,23840,2.01,2.01,0.1562720926,1.5628516E-01,1,0.5792587668
meandonationtime,RET,predspline,2,484,3.66,1.83,0.1602425247,1.6135082E-01,1,0.5925975481
donorparity,FERRITIN,predictorvalue,2,2550,3.51,1.76,0.1727546578,1.7296346E-01,1,0.6295246817
numdoncat,KREA,predictorvalue,4,49858,6.34,1.58,0.1752745323,1.7529290E-01,1,0.6323065358
meandonorage,CO2,predspline,2,1063,3.38,1.69,0.1847326355,1.8522792E-01,1,0.6593732501
meanweekday,MYELO,predictorvalue,5,346,7.55,1.51,0.1829421003,1.8606077E-01,1,0.6593732501
meanweekday,LPK,predictorvalue,5,55756,7.41,1.48,0.1917637071,1.9178305E-01,1,0.6665864322
meandonationtime,APTT,predspline,2,21847,3.30,1.65,0.192357905,1.9238183E-01,1,0.6665864322
meandonationtime,ALAT,predspline,2,16669,3.24,1.62,0.1977240907,1.9775525E-01,1,0.6665864322
idbloodgroupcat,INR,predictorvalue,1,27663,1.65,1.65,0.1989188419,1.9892960E-01,1,0.6665864322
meandonationtime,BASOF,predspline,2,1907,3.21,1.61,0.2007896642,2.0106094E-01,1,0.6665864322
timesincecat,EOSINO,predictorvalue,3,1892,4.63,1.54,0.2007442746,2.0112067E-01,1,0.6665864322
meandonationtime,HBA1C,predspline,2,177,3.24,1.62,0.1983064096,2.0122527E-01,1,0.6665864322
meandonorage,ASAT,predspline,2,15142,3.21,1.60,0.2012617441,2.0129590E-01,1,0.6665864322
meanstoragetime,PH,predspline,2,20161,3.14,1.57,0.2077426567,2.0776810E-01,1,0.679013224
meandonorage,CL,predspline,2,20833,3.09,1.55,0.2131955186,2.1321996E-01,1,0.679013224
donorparity,RET,predictorvalue,2,485,3.09,1.55,0.2128233879,2.1387208E-01,1,0.679013224
donorparity,STDBIK,predictorvalue,2,20073,3.08,1.54,0.2138469961,2.1387234E-01,1,0.679013224
foreigndonor,ERYTRO,predictorvalue,1,36198,1.54,1.54,0.2144779223,2.1448597E-01,1,0.679013224
meandonationtime,NEUTRO,predspline,2,10749,3.05,1.53,0.2173747403,2.1742184E-01,1,0.679013224
meandonationtime,LYMF,predspline,2,1894,3.04,1.52,0.2182344565,2.1850131E-01,1,0.679013224
meanstoragetime,BE,predspline,2,19929,3.02,1.51,0.2210523822,2.2107765E-01,1,0.679013224
meanweekday,CO2,predictorvalue,5,1061,7.00,1.40,0.220908615,2.2188711E-01,1,0.679013224
meandonorage,STDBIK,predspline,2,20073,2.99,1.50,0.2239117139,2.2393669E-01,1,0.679013224
meandonationtime,OSMO,predspline,2,6399,2.96,1.48,0.2278544102,2.2793229E-01,1,0.679013224
timesincecat,LYMF,predictorvalue,3,1896,4.33,1.44,0.2284270523,2.2878873E-01,1,0.679013224
numdoncat,NA,predictorvalue,4,45861,5.61,1.40,0.2298747097,2.2989346E-01,1,0.679013224
meandonationtime,HAPTO,predspline,2,364,2.94,1.47,0.2300512369,2.3141264E-01,1,0.679013224
timesincecat,ALP,predictorvalue,3,6620,4.29,1.43,0.2314401684,2.3154332E-01,1,0.679013224
meanstoragetime,PO2,predspline,2,16360,2.89,1.45,0.2353177832,2.3534789E-01,1,0.679013224
numdoncat,CA_F,predictorvalue,4,20132,5.55,1.39,0.2354549778,2.3549730E-01,1,0.679013224
donorparity,KREA,predictorvalue,2,49837,2.88,1.44,0.2367620849,2.3677195E-01,1,0.679013224
meanweekday,ALP,predictorvalue,5,6615,6.77,1.35,0.2384857382,2.3863872E-01,1,0.679013224
meandonationtime,EOSINO,predspline,2,1890,2.86,1.43,0.2398470353,2.4010560E-01,1,0.679013224
idbloodgroupcat,ALAT,predictorvalue,1,16718,1.37,1.37,0.2411324799,2.4114918E-01,1,0.679013224
foreigndonor,FE,predictorvalue,1,1397,1.36,1.36,0.2436092193,2.4380824E-01,1,0.679013224
meanstoragetime,BILI_K,predspline,2,4776,2.81,1.41,0.2448560258,2.4495751E-01,1,0.679013224
numdoncat,NEUTRO,predictorvalue,4,10779,5.43,1.36,0.2463042893,2.4638187E-01,1,0.679013224
meandonorage,MONO,predspline,2,1904,2.80,1.40,0.2468130566,2.4706669E-01,1,0.679013224
meandonorage,ALP,predspline,2,6619,2.77,1.38,0.2507408009,2.5081328E-01,1,0.6806507431
meanweekday,ASAT,predictorvalue,5,15142,6.60,1.32,0.2521287206,2.5219396E-01,1,0.6806507431
meandonorage,LD,predspline,2,6634,2.74,1.37,0.2542188621,2.5429073E-01,1,0.6806507431
numdoncat,CL,predictorvalue,4,20842,5.34,1.33,0.2543621006,2.5440164E-01,1,0.6806507431
meandonorage,BE,predspline,2,19947,2.72,1.36,0.2565977378,2.5662154E-01,1,0.6820730367
timesincecat,KREA,predictorvalue,3,49859,4.01,1.34,0.2604168351,2.6042986E-01,1,0.6837749122
meandonationtime,CRP,predspline,2,47067,2.69,1.34,0.2611428101,2.6115281E-01,1,0.6837749122
meanstoragetime,ALP,predspline,2,6610,2.66,1.33,0.2641573284,2.6422814E-01,1,0.6837749122
meandonorage,CRP,predspline,2,47224,2.66,1.33,0.2648511795,2.6486108E-01,1,0.6837749122
meandonationtime,TROP_I,predspline,2,574,2.65,1.32,0.2658241817,2.6663587E-01,1,0.6837749122
meandonationtime,MYELO,predspline,2,348,2.65,1.32,0.2660800974,2.6741692E-01,1,0.6837749122
meandonorage,RET,predspline,2,485,2.62,1.31,0.2700903611,2.7104283E-01,1,0.6876882711
foreigndonor,METHB,predictorvalue,1,15393,1.20,1.20,0.2723346201,2.7235179E-01,1,0.6876882711
meandonationtime,GT,predspline,2,7640,2.57,1.28,0.2773219101,2.7738161E-01,1,0.6940955675
meandonorage,BASOF,predspline,2,1910,2.56,1.28,0.2782025174,2.7844083E-01,1,0.6940955675
numdoncat,INR,predictorvalue,4,27702,5.07,1.27,0.2800152762,2.8004351E-01,1,0.6940955675
meandonationtime,BILI,predspline,2,22079,2.52,1.26,0.2833029913,2.8332340E-01,1,0.6960826973
meanweekday,GLUKOS,predictorvalue,5,44113,6.22,1.24,0.2851651354,2.8518603E-01,1,0.6960826973
meanstoragetime,ASAT,predspline,2,15119,2.45,1.23,0.2933933205,2.9342250E-01,1,0.6960826973
timesincecat,GLUKOS,predictorvalue,3,44128,3.71,1.24,0.2945117888,2.9452548E-01,1,0.6960826973
foreigndonor,STDBIK,predictorvalue,1,20083,1.10,1.10,0.2947266575,2.9473927E-01,1,0.6960826973
meandonationtime,META,predspline,2,369,2.44,1.22,0.2958148911,2.9700139E-01,1,0.6960826973
meandonationtime,PH,predspline,2,20142,2.42,1.21,0.2974570153,2.9747873E-01,1,0.6960826973
donorparity,ALAT,predictorvalue,2,16738,2.42,1.21,0.2984475201,2.9847359E-01,1,0.6960826973
meanweekday,MONO,predictorvalue,5,1901,6.08,1.22,0.2987846979,2.9925340E-01,1,0.6960826973
meanstoragetime,META,predspline,2,369,2.42,1.21,0.2980996786,2.9928029E-01,1,0.6960826973
foreigndonor,ALAT,predictorvalue,1,16746,1.08,1.08,0.2997830213,2.9979799E-01,1,0.6960826973
meandonorsex,META,predictorvalue,1,371,1.07,1.07,0.3011575158,3.0183102E-01,1,0.6967984609
idbloodgroupcat,ALB,predictorvalue,1,22851,1.05,1.05,0.3044380066,3.0444888E-01,1,0.6975624509
foreigndonor,KREA,predictorvalue,1,49861,1.05,1.05,0.3056102621,3.0561523E-01,1,0.6975624509
meandonorage,COHB,predspline,2,14013,2.36,1.18,0.3078014635,3.0783196E-01,1,0.6986747816
meandonationtime,ALB,predspline,2,22785,2.31,1.16,0.3142766236,3.1429510E-01,1,0.7093587788
idbloodgroupcat,BE,predictorvalue,1,19934,1.00,1.00,0.3174546951,3.1746683E-01,1,0.7125366628
meandonorage,TRANSF,predspline,2,48,2.33,1.17,0.3112823361,3.1995748E-01,1,0.7126756724
foreigndonor,MYELO,predictorvalue,1,350,0.98,0.98,0.3221364883,3.2282045E-01,1,0.7126756724
meandonationtime,TRANSF,predspline,2,48,2.30,1.15,0.3165513662,3.2512193E-01,1,0.7126756724
numdoncat,ALB,predictorvalue,4,22887,4.64,1.16,0.3261556466,3.2618616E-01,1,0.7126756724
meanweekday,APTT,predictorvalue,5,21929,5.78,1.16,0.3282331283,3.2827075E-01,1,0.7126756724
numdoncat,PO2,predictorvalue,4,16380,4.60,1.15,0.330593353,3.3063547E-01,1,0.7126756724
meandonorage,INR,predspline,2,27683,2.21,1.11,0.3311096418,3.3112425E-01,1,0.7126756724
meandonationtime,NTPROBNP,predspline,2,807,2.21,1.10,0.3318860131,3.3238579E-01,1,0.7126756724
meandonationtime,METHB,predspline,2,15350,2.20,1.10,0.3333789981,3.3340520E-01,1,0.7126756724
meandonationtime,CA,predspline,2,12562,2.15,1.08,0.3407590131,3.4079045E-01,1,0.7212302596
numdoncat,CO2,predictorvalue,4,1062,4.50,1.13,0.3420667204,3.4269439E-01,1,0.7212302596
meanstoragetime,HAPTO,predspline,2,363,2.15,1.07,0.3416799579,3.4276290E-01,1,0.7212302596
numdoncat,BILI,predictorvalue,4,22161,4.48,1.12,0.3453727238,3.4540257E-01,1,0.7230188523
numdoncat,RET,predictorvalue,4,483,4.46,1.12,0.3469934422,3.4835055E-01,1,0.7254310346
donorparity,CA,predictorvalue,2,12607,2.09,1.04,0.3517758711,3.5180633E-01,1,0.7288705423
meandonationtime,CO2,predspline,2,1062,2.05,1.02,0.359198696,3.5955299E-01,1,0.7411194292
meandonorage,HAPTO,predspline,2,365,2.00,1.00,0.3682752998,3.6927981E-01,1,0.7572330553
meandonationtime,CA_F,predspline,2,20087,1.98,0.99,0.3711010175,3.7111917E-01,1,0.7572330553
meandonorsex,ASAT,predictorvalue,1,15143,0.78,0.78,0.3760144698,3.7602853E-01,1,0.7633945961
numdoncat,MYELO,predictorvalue,4,347,4.22,1.05,0.3774259176,3.7914021E-01,1,0.7658632297
donorparity,BILI_K,predictorvalue,2,4784,1.92,0.96,0.3819642583,3.8203820E-01,1,0.7678777766
meandonorage,PH,predspline,2,20179,1.91,0.95,0.3849045358,3.8492192E-01,1,0.7680875254
foreigndonor,RET,predictorvalue,1,486,0.75,0.75,0.3855404399,3.8596869E-01,1,0.7680875254
donorparity,PO2,predictorvalue,2,16374,1.87,0.94,0.3916977381,3.9171875E-01,1,0.7680875254
meanstoragetime,NTPROBNP,predspline,2,810,1.87,0.94,0.3918234559,3.9224768E-01,1,0.7680875254
timesincecat,COHB,predictorvalue,3,14018,2.99,1.00,0.393393069,3.9342587E-01,1,0.7680875254
meanstoragetime,LAKTAT,predspline,2,18638,1.86,0.93,0.3938248735,3.9384322E-01,1,0.7680875254
meandonationtime,EGFR,predspline,2,7547,1.84,0.92,0.3992060691,3.9925067E-01,1,0.7680875254
meandonorage,TPK,predspline,2,53522,1.84,0.92,0.3993685801,3.9937487E-01,1,0.7680875254
timesincecat,STDBIK,predictorvalue,3,20081,2.93,0.98,0.4019041747,4.0192644E-01,1,0.7680875254
numdoncat,LYMF,predictorvalue,4,1895,4.02,1.00,0.4033544781,4.0364264E-01,1,0.7680875254
meandonorage,HBA1C,predspline,2,177,1.82,0.91,0.4024938834,4.0436882E-01,1,0.7680875254
donorparity,FE,predictorvalue,2,1395,1.81,0.90,0.4047197863,4.0495704E-01,1,0.7680875254
meandonationtime,LD,predspline,2,6609,1.79,0.90,0.4082834482,4.0833301E-01,1,0.769601711
donorparity,LD,predictorvalue,2,6634,1.79,0.89,0.4095160708,4.0956527E-01,1,0.769601711
meanstoragetime,HBA1C,predspline,2,176,1.78,0.89,0.4115013179,4.1333653E-01,1,0.7730923982
donorparity,NEUTRO,predictorvalue,2,10776,1.75,0.88,0.4165697002,4.1659934E-01,1,0.7750706674
meandonorage,MCHC,predspline,2,23839,1.74,0.87,0.41821787,4.1823120E-01,1,0.7750706674
meandonorsex,BASOF,predictorvalue,1,1911,0.64,0.64,0.4238848439,4.2398423E-01,1,0.7821444325
meandonorage,NEUTRO,predspline,2,10776,1.68,0.84,0.4320838729,4.3211211E-01,1,0.792870494
meanweekday,CRP,predictorvalue,5,47234,4.84,0.97,0.4352574238,4.3526932E-01,1,0.792870494
timesincecat,CA,predictorvalue,3,12611,2.73,0.91,0.4356548022,4.3568626E-01,1,0.792870494
idbloodgroupcat,ASAT,predictorvalue,1,15124,0.60,0.60,0.4391538671,4.3916596E-01,1,0.7956190463
donorparity,INR,predictorvalue,2,27683,1.59,0.80,0.4512070435,4.5121737E-01,1,0.8106349868
meandonationtime,TRI,predspline,2,2522,1.59,0.80,0.4513542838,4.5146751E-01,1,0.8106349868
meandonationtime,ASAT,predspline,2,15081,1.55,0.77,0.461113026,4.6113135E-01,1,0.8237222246
foreigndonor,MONO,predictorvalue,1,1905,0.54,0.54,0.4627436473,4.6283402E-01,1,0.8237222246
meandonorage,EGFR,predspline,2,7547,1.50,0.75,0.4726232589,4.7265843E-01,1,0.832728338
meandonorsex,NTPROBNP,predictorvalue,1,813,0.51,0.51,0.473015979,4.7322211E-01,1,0.832728338
meanstoragetime,MYELO,predspline,2,348,1.50,0.75,0.4733186194,4.7407801E-01,1,0.832728338
idbloodgroupcat,RET,predictorvalue,1,486,0.50,0.50,0.477379556,4.7772037E-01,1,0.8354936332
meanstoragetime,LD,predspline,2,6620,1.47,0.73,0.4799826644,4.8002172E-01,1,0.8358998973
timesincecat,FERRITIN,predictorvalue,3,2550,2.45,0.82,0.4850895455,4.8521687E-01,1,0.8395290034
idbloodgroupcat,OSMO,predictorvalue,1,6411,0.48,0.48,0.4882791472,4.8830425E-01,1,0.8395290034
timesincecat,TPK,predictorvalue,3,53551,2.43,0.81,0.4883339109,4.8833989E-01,1,0.8395290034
meandonorage,FE,predspline,2,1395,1.42,0.71,0.4913007531,4.9147855E-01,1,0.8396253236
meandonorage,LPK,predspline,2,55740,1.42,0.71,0.492548048,4.9255248E-01,1,0.8396253236
meandonationtime,CL,predspline,2,20790,1.39,0.69,0.4996550018,4.9966657E-01,1,0.8450167387
numdoncat,ASAT,predictorvalue,4,15147,3.36,0.84,0.4998749531,4.9989852E-01,1,0.8450167387
meandonorage,TROP_I,predspline,2,576,1.36,0.68,0.5068620493,5.0726789E-01,1,0.8539009527
foreigndonor,MCHC,predictorvalue,1,23853,0.43,0.43,0.509630005,5.0963637E-01,1,0.8540325284
meandonorage,PO2,predspline,2,16374,1.34,0.67,0.511559904,5.1157394E-01,1,0.8540325284
meandonorage,MYELO,predspline,2,349,1.32,0.66,0.5167631735,5.1740728E-01,1,0.8550974567
meandonationtime,TROP_T,predspline,2,4299,1.31,0.66,0.5187723356,5.1882430E-01,1,0.8550974567
meandonorage,CA,predspline,2,12607,1.31,0.65,0.520181971,5.2019960E-01,1,0.8550974567
meandonationtime,KREA,predspline,2,49672,1.31,0.65,0.5206736897,5.2067815E-01,1,0.8550974567
donorparity,ALB,predictorvalue,2,22877,1.26,0.63,0.5315137269,5.3152301E-01,1,0.8693736639
meandonorsex,BE,predictorvalue,1,19948,0.39,0.39,0.5340861628,5.3409327E-01,1,0.8700551635
foreigndonor,FERRITIN,predictorvalue,1,2552,0.38,0.38,0.5363948287,5.3645000E-01,1,0.8703847433
idbloodgroupcat,MONO,predictorvalue,1,1903,0.36,0.36,0.549992652,5.5006378E-01,1,0.8889030655
meandonorsex,TROP_T,predictorvalue,1,4315,0.35,0.35,0.5558855577,5.5591639E-01,1,0.8935272525
meandonorsex,EGFR,predictorvalue,1,7548,0.34,0.34,0.5573311324,5.5734868E-01,1,0.8935272525
meanweekday,LYMF,predictorvalue,5,1894,3.91,0.78,0.5618700563,5.6200732E-01,1,0.8957768917
idbloodgroupcat,METHB,predictorvalue,1,15378,0.32,0.32,0.5698686114,5.6987691E-01,1,0.8957768917
foreigndonor,K,predictorvalue,1,46326,0.32,0.32,0.5706581112,5.7066086E-01,1,0.8957768917
foreigndonor,CO2,predictorvalue,1,1065,0.32,0.32,0.573973597,5.7409190E-01,1,0.8957768917
donorparity,BE,predictorvalue,2,19947,1.09,0.55,0.5792541884,5.7926285E-01,1,0.8957768917
numdoncat,FERRITIN,predictorvalue,4,2549,2.87,0.72,0.5797162613,5.7979996E-01,1,0.8957768917
meandonorage,GT,predspline,2,7668,1.09,0.54,0.581105787,5.8112812E-01,1,0.8957768917
timesincecat,ALAT,predictorvalue,3,16744,1.95,0.65,0.5820364058,5.8204809E-01,1,0.8957768917
donorparity,FIB,predictorvalue,2,13541,1.08,0.54,0.5832776744,5.8329019E-01,1,0.8957768917
meandonorsex,OSMO,predictorvalue,1,6415,0.30,0.30,0.5843992562,5.8441828E-01,1,0.8957768917
donorparity,GLUKOS,predictorvalue,2,44106,1.07,0.53,0.5860258586,5.8602965E-01,1,0.8957768917
numdoncat,LAKTAT,predictorvalue,4,18661,2.83,0.71,0.5863554835,5.8636633E-01,1,0.8957768917
foreigndonor,CA_F,predictorvalue,1,20135,0.29,0.29,0.5875704241,5.8757643E-01,1,0.8957768917
meandonorsex,LYMF,predictorvalue,1,1898,0.27,0.27,0.6002492327,6.0031042E-01,1,0.9117496605
meandonorsex,FIB,predictorvalue,1,13542,0.26,0.26,0.6081562437,6.0816461E-01,1,0.918011731
donorparity,SR,predictorvalue,2,80,0.99,0.49,0.6110867086,6.1292731E-01,1,0.918011731
meanweekday,LD,predictorvalue,5,6628,3.56,0.71,0.6139030207,6.1392580E-01,1,0.918011731
meanweekday,TROP_I,predictorvalue,5,573,3.56,0.71,0.6143776454,6.1463916E-01,1,0.918011731
numdoncat,GT,predictorvalue,4,7669,2.65,0.66,0.618148153,6.1816790E-01,1,0.918011731
meandonorsex,NA,predictorvalue,1,45842,0.24,0.24,0.623765571,6.2376792E-01,1,0.918011731
meandonationtime,LAKTAT,predspline,2,18620,0.93,0.47,0.6279276768,6.2793498E-01,1,0.918011731
meandonorage,TROP_T,predspline,2,4314,0.93,0.47,0.6280309373,6.2806243E-01,1,0.918011731
meandonorage,KREA,predspline,2,49837,0.93,0.46,0.6282121003,6.2821482E-01,1,0.918011731
meanweekday,HAPTO,predictorvalue,5,362,3.46,0.69,0.6297250533,6.3005684E-01,1,0.918011731
meanweekday,TROP_T,predictorvalue,5,4310,3.43,0.69,0.6337513303,6.3377745E-01,1,0.918011731
meanstoragetime,RET,predspline,2,485,0.91,0.45,0.6359965935,6.3626489E-01,1,0.918011731
numdoncat,HAPTO,predictorvalue,4,363,2.51,0.63,0.6428007307,6.4311589E-01,1,0.918011731
meandonorage,META,predspline,2,370,0.88,0.44,0.6443985751,6.4473445E-01,1,0.918011731
timesincecat,MYELO,predictorvalue,3,348,1.66,0.55,0.6457083082,6.4606095E-01,1,0.918011731
meanweekday,ALB,predictorvalue,5,22878,3.33,0.67,0.6487873714,6.4879108E-01,1,0.918011731
meandonorsex,GLUKOS,predictorvalue,1,44107,0.21,0.21,0.6499490604,6.4995129E-01,1,0.918011731
meandonorsex,TROP_I,predictorvalue,1,577,0.21,0.21,0.6504671534,6.5063749E-01,1,0.918011731
idbloodgroupcat,EVF,predictorvalue,1,55094,0.20,0.20,0.6520741108,6.5207589E-01,1,0.918011731
meandonationtime,ALP,predspline,2,6589,0.85,0.42,0.6539868466,6.5400475E-01,1,0.918011731
numdoncat,GLUKOS,predictorvalue,4,44127,2.44,0.61,0.6549127832,6.5491499E-01,1,0.918011731
numdoncat,TRANSF,predictorvalue,3,47,1.62,0.54,0.6558854436,6.5824850E-01,1,0.918011731
meanstoragetime,INR,predspline,2,27655,0.83,0.41,0.6612793631,6.6128345E-01,1,0.918011731
meandonorage,NTPROBNP,predspline,2,812,0.83,0.41,0.6614615019,6.6160057E-01,1,0.918011731
meandonorsex,FERRITIN,predictorvalue,1,2551,0.19,0.19,0.6650818302,6.6511843E-01,1,0.918011731
meandonorage,NA,predspline,2,45841,0.81,0.41,0.6655517594,6.6555417E-01,1,0.918011731
meanweekday,FIB,predictorvalue,5,13542,3.22,0.64,0.6660661406,6.6607016E-01,1,0.918011731
meandonorage,METHB,predspline,2,15385,0.78,0.39,0.6754058038,6.7541256E-01,1,0.918011731
meanweekday,COHB,predictorvalue,5,14014,3.15,0.63,0.6762859089,6.7628857E-01,1,0.918011731
meanstoragetime,BASOF,predspline,2,1906,0.78,0.39,0.6783818643,6.7843545E-01,1,0.918011731
meandonorsex,EOSINO,predictorvalue,1,1894,0.17,0.17,0.6814173722,6.8146381E-01,1,0.918011731
meanstoragetime,TRI,predspline,2,2526,0.76,0.38,0.6839721345,6.8401119E-01,1,0.918011731
donorparity,NTPROBNP,predictorvalue,2,812,0.75,0.37,0.6878144213,6.8793299E-01,1,0.918011731
meanweekday,FE,predictorvalue,5,1393,3.08,0.62,0.6881055078,6.8811873E-01,1,0.918011731
meanstoragetime,FERRITIN,predspline,2,2546,0.74,0.37,0.6919707741,6.9200762E-01,1,0.918011731
meandonorage,CA_F,predspline,2,20124,0.72,0.36,0.698033393,6.9803788E-01,1,0.918011731
timesincecat,CO2,predictorvalue,3,1063,1.43,0.48,0.6981304407,6.9819825E-01,1,0.918011731
meandonorage,APTT,predspline,2,21922,0.72,0.36,0.6982961077,6.9830022E-01,1,0.918011731
timesincecat,FIB,predictorvalue,3,13549,1.42,0.47,0.7007639345,7.0076908E-01,1,0.918011731
meanstoragetime,FE,predspline,2,1392,0.71,0.36,0.7008090254,7.0087264E-01,1,0.918011731
meanweekday,METHB,predictorvalue,5,15385,2.99,0.60,0.7009960121,7.0099591E-01,1,0.918011731
meanstoragetime,STDBIK,predspline,2,20054,0.71,0.35,0.7016937814,7.0169817E-01,1,0.918011731
meandonorage,TRI,predspline,2,2530,0.71,0.35,0.7021079298,7.0214264E-01,1,0.918011731
foreigndonor,EGFR,predictorvalue,1,7552,0.14,0.14,0.7066044609,7.0661504E-01,1,0.918958086
meanstoragetime,EOSINO,predspline,2,1889,0.69,0.35,0.7073708821,7.0741575E-01,1,0.918958086
numdoncat,APTT,predictorvalue,4,21936,2.14,0.53,0.7100652961,7.1006655E-01,1,0.9194451449
donorparity,CO2,predictorvalue,2,1063,0.67,0.34,0.7146837214,7.1475956E-01,1,0.9219492052
meandonorsex,PH,predictorvalue,1,20180,0.13,0.13,0.7172065015,7.1721029E-01,1,0.9219492052
meanstoragetime,CRP,predspline,2,47154,0.66,0.33,0.7188448725,7.1884653E-01,1,0.9219492052
idbloodgroupcat,CA,predictorvalue,1,12593,0.13,0.13,0.7220307611,7.2203672E-01,1,0.9226504659
meanstoragetime,FIB,predspline,2,13522,0.65,0.32,0.723955299,7.2396089E-01,1,0.9226504659
numdoncat,ALAT,predictorvalue,4,16743,2.01,0.50,0.7334187556,7.3341890E-01,1,0.9268978985
foreigndonor,META,predictorvalue,1,371,0.12,0.12,0.7338294356,7.3402187E-01,1,0.9268978985
meanweekday,NA,predictorvalue,5,45846,2.76,0.55,0.7368021132,7.3680101E-01,1,0.9268978985
meandonorsex,ALB,predictorvalue,1,22878,0.11,0.11,0.7381889614,7.3819203E-01,1,0.9268978985
meandonorage,ALB,predspline,2,22877,0.60,0.30,0.7419596709,7.4196256E-01,1,0.9268978985
meandonationtime,FERRITIN,predspline,2,2541,0.59,0.30,0.7438273356,7.4385297E-01,1,0.9268978985
foreigndonor,TROP_T,predictorvalue,1,4316,0.11,0.11,0.7454148936,7.4543063E-01,1,0.9268978985
meandonorage,BILI,predspline,2,22153,0.58,0.29,0.7466984913,7.4670137E-01,1,0.9268978985
meandonationtime,HB,predspline,2,90266,0.58,0.29,0.7479416647,7.4794236E-01,1,0.9268978985
foreigndonor,TPK,predictorvalue,1,53553,0.10,0.10,0.7510037457,7.5100498E-01,1,0.9278471346
donorparity,CA_F,predictorvalue,2,20124,0.54,0.27,0.7617641637,7.6176697E-01,1,0.9317713919
meandonorsex,GT,predictorvalue,1,7669,0.09,0.09,0.7629800812,7.6298826E-01,1,0.9317713919
meanweekday,NTPROBNP,predictorvalue,5,809,2.56,0.51,0.7681715175,7.6806571E-01,1,0.9317713919
foreigndonor,NA,predictorvalue,1,45864,0.09,0.09,0.7682889106,7.6829024E-01,1,0.9317713919
numdoncat,SR,predictorvalue,4,78,1.79,0.45,0.7735219764,7.7311422E-01,1,0.9317713919
timesincecat,FE,predictorvalue,3,1395,1.10,0.37,0.7762168742,7.7622678E-01,1,0.9317713919
meandonorsex,ERYTRO,predictorvalue,1,36178,0.08,0.08,0.7807198703,7.8072146E-01,1,0.9317713919
idbloodgroupcat,FE,predictorvalue,1,1395,0.08,0.08,0.781286796,7.8132794E-01,1,0.9317713919
meanstoragetime,LYMF,predspline,2,1893,0.49,0.25,0.7817491784,7.8177421E-01,1,0.9317713919
donorparity,PH,predictorvalue,2,20179,0.49,0.25,0.7818360468,7.8183839E-01,1,0.9317713919
meandonorage,FIB,predspline,2,13541,0.49,0.24,0.7829027049,7.8290617E-01,1,0.9317713919
numdoncat,STDBIK,predictorvalue,4,20080,1.72,0.43,0.7876247983,7.8762260E-01,1,0.9317713919
meanweekday,MCHC,predictorvalue,5,23843,2.42,0.48,0.7883387188,7.8833433E-01,1,0.9317713919
idbloodgroupcat,MYELO,predictorvalue,1,350,0.07,0.07,0.7890106942,7.8916831E-01,1,0.9317713919
foreigndonor,FIB,predictorvalue,1,13551,0.07,0.07,0.7917958378,7.9179985E-01,1,0.9317713919
numdoncat,NTPROBNP,predictorvalue,4,810,1.69,0.42,0.7925744945,7.9251602E-01,1,0.9317713919
meandonationtime,PO2,predspline,2,16340,0.46,0.23,0.7933869011,7.9338950E-01,1,0.9317713919
timesincecat,MONO,predictorvalue,3,1903,1.00,0.33,0.8008848749,8.0088498E-01,1,0.9353442522
meanweekday,ALAT,predictorvalue,5,16738,2.33,0.47,0.801174016,8.0116717E-01,1,0.9353442522
idbloodgroupcat,FERRITIN,predictorvalue,1,2549,0.06,0.06,0.8070715387,8.0709119E-01,1,0.9353442522
meandonorage,ALAT,predspline,2,16738,0.43,0.21,0.8077455445,8.0774774E-01,1,0.9353442522
