predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
idbloodgroupcat,CA_F,predictorvalue,1,20342,25.80,25.80,3.7882327E-7,3.8217073E-07,0,8.3713589E-6
meandonorhb,MCV,predspline,2,36419,28.37,14.19,6.9100552E-7,6.9483194E-07,0,0.0000145283
meanweekday,EVF,predictorvalue,5,55720,35.83,7.17,1.0254183E-6,1.0304127E-06,0,0.0000206083
foreigndonor,EVF,predictorvalue,1,55735,22.43,22.43,2.1831048E-6,2.1884671E-06,0,0.0000419456
meandonorhb,EVF,predspline,2,55162,22.94,11.47,0.0000104458,1.0470776E-05,0,0.0001926623
idbloodgroupcat,KREA,predictorvalue,1,50286,17.82,17.82,0.0000243382,2.4380888E-05,0,0.0004313542
meanstoragetime,COHB,predspline,2,14181,20.10,10.05,0.0000432065,4.3514992E-05,0,0.0007258572
meanstoragetime,BILI,predspline,2,22324,20.06,10.03,0.000043984,4.4182610E-05,0,0.0007258572
meandonorage,EVF,predspline,2,55706,19.42,9.71,0.0000606622,6.0764894E-05,0,0.0009638569
idbloodgroupcat,LAKTAT,predictorvalue,1,18859,14.95,14.95,0.0001105586,1.1092934E-04,0,0.0017009165
meanstoragetime,APTT,predspline,2,22072,17.97,8.98,0.0001255643,1.2602394E-04,0,0.0018700326
meandonorage,HB,predspline,2,91398,17.64,8.82,0.0001478259,1.4795172E-04,0,0.002126806
meandonorsex,MCHC,predictorvalue,1,23926,13.90,13.90,0.00019276,1.9320426E-04,0,0.0026931503
foreigndonor,MCV,predictorvalue,1,36836,13.80,13.80,0.0002038472,2.0414792E-04,0,0.0027620012
idbloodgroupcat,PCO2,predictorvalue,1,16447,13.70,13.70,0.0002143278,2.1502737E-04,0,0.002826074
meandonorhb,TPK,predspline,2,53553,15.30,7.65,0.0004748566,4.7537607E-04,0,0.0060742498
meandonorhb,BILI,predspline,2,22164,14.15,7.08,0.0008459344,8.4784630E-04,0,0.0105407919
timesincecat,ERYTRO,predictorvalue,3,36611,16.47,5.49,0.0009075794,9.0907357E-04,0,0.0110045749
meanstoragetime,SR,predspline,2,84,13.82,6.91,0.0009996824,1.6691181E-03,0,0.0196870339
foreigndonor,CA,predictorvalue,1,12739,8.72,8.72,0.0031389822,3.1447185E-03,0,0.0361642625
meanstoragetime,CL,predspline,2,21041,11.24,5.62,0.0036276971,3.6331431E-03,0,0.0400059639
numdoncat,BILI_K,predictorvalue,4,4820,15.59,3.90,0.0036173811,3.6527184E-03,0,0.0400059639
meandonorhb,CL,predspline,2,20846,11.16,5.58,0.0037696059,3.7752401E-03,0,0.0403862893
meanstoragetime,KREA,predspline,2,50248,11.06,5.53,0.0039753131,3.9777308E-03,0,0.0415853679
meanstoragetime,ALB,predspline,2,23051,10.98,5.49,0.0041288716,4.1342716E-03,0,0.042261443
meandonorsex,MYELO,predictorvalue,1,356,8.07,8.07,0.0045095172,4.7686893E-03,0,0.0476868934
meanweekday,TPK,predictorvalue,5,54119,16.02,3.20,0.0067870947,6.7925529E-03,0,0.0663920136
donorparity,CL,predictorvalue,2,21060,9.95,4.97,0.006919733,6.9278623E-03,0,0.0663920136
meanstoragetime,LPK,predspline,2,56237,9.78,4.89,0.0075177264,7.5209239E-03,0,0.0706045914
idbloodgroupcat,BILI_K,predictorvalue,1,4819,6.86,6.86,0.0088116212,8.8392324E-03,0,0.0813209383
timesincecat,LD,predictorvalue,3,6691,11.52,3.84,0.0092204134,9.2590854E-03,0,0.0835133192
idbloodgroupcat,PO2,predictorvalue,1,16539,6.34,6.34,0.0117725439,1.1781895E-02,0,0.1023110649
donorparity,K,predictorvalue,2,46801,8.87,4.43,0.0118587937,1.1863777E-02,0,0.1023110649
timesincecat,MCV,predictorvalue,3,36834,10.95,3.65,0.012002246,1.2010429E-02,0,0.1023110649
meandonorhb,RET,predspline,2,487,8.68,4.34,0.0130654453,1.3573990E-02,0,0.1135279183
donorparity,MYELO,predictorvalue,2,355,8.21,4.11,0.0164747673,1.7263582E-02,0,0.141807991
meandonorhb,HBA1C,predspline,2,179,8.26,4.13,0.0160649028,1.7621903E-02,0,0.1422118485
foreigndonor,CL,predictorvalue,1,21072,5.49,5.49,0.0191734231,1.9182683E-02,0,0.1521385167
meanstoragetime,K,predspline,2,46740,7.81,3.91,0.0201327086,2.0139279E-02,0,0.157018105
donorparity,BILI,predictorvalue,2,22353,7.71,3.86,0.0211399103,2.1153978E-02,0,0.1621804968
idbloodgroupcat,STDBIK,predictorvalue,1,20278,5.27,5.27,0.0216792962,2.1689448E-02,0,0.1635597726
meandonorhb,FE,predspline,2,1398,7.52,3.76,0.0233280605,2.3564077E-02,0,0.1748302487
numdoncat,TPK,predictorvalue,4,54134,11.20,2.80,0.0243624282,2.4372274E-02,0,0.1779562865
meandonorage,BILI_K,predspline,2,4822,7.40,3.70,0.0247513592,2.4821615E-02,0,0.1784053589
numdoncat,CA,predictorvalue,4,12736,10.95,2.74,0.0271150312,2.7159160E-02,0,0.190901843
meandonationtime,LPK,predspline,2,56146,7.19,3.60,0.0273958595,2.7402174E-02,0,0.190901843
meandonationtime,BILI_K,predspline,2,4804,7.17,3.59,0.0277310453,2.7805268E-02,0,0.190901843
meanstoragetime,TROP_T,predspline,2,4348,7.05,3.53,0.0294024604,2.9486595E-02,0,0.1994681456
meandonorage,K,predspline,2,46800,6.86,3.43,0.03233335,3.2341486E-02,0,0.213740966
meandonorhb,SR,predspline,2,82,7.15,3.57,0.0280740659,3.2525799E-02,0,0.213740966
donorparity,CA,predictorvalue,2,12733,6.68,3.34,0.0354909042,3.5521973E-02,0,0.2301423589
idbloodgroupcat,PH,predictorvalue,1,20391,4.28,4.28,0.0384933382,3.8505903E-02,0,0.2460099371
meanstoragetime,PCO2,predspline,2,16439,6.32,3.16,0.0424580174,4.2483797E-02,0,0.2644509783
idbloodgroupcat,K,predictorvalue,1,46765,4.11,4.11,0.0425364576,4.2542114E-02,0,0.2644509783
meandonorage,PCO2,predspline,2,16456,6.27,3.14,0.0434216799,4.3447644E-02,0,0.2664788835
meandonationtime,INR,predspline,2,27809,6.24,3.12,0.0441708101,4.4186269E-02,0,0.2674432081
meanstoragetime,TROP_I,predspline,2,577,6.22,3.11,0.0445399079,4.5288061E-02,0,0.269969597
numdoncat,K,predictorvalue,4,46822,9.70,2.43,0.0457623161,4.5777453E-02,0,0.269969597
meanweekday,NEUTRO,predictorvalue,5,10900,11.26,2.25,0.0464724525,4.6549393E-02,0,0.2710470996
foreigndonor,LAKTAT,predictorvalue,1,18881,3.87,3.87,0.0490523707,4.9066980E-02,0,0.2821351357
