predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
meandonorsex,GLUKOS,predictorvalue,1,44107,0.21,0.21,0.6499490604,6.4995129E-01,1,0.9019564517
meandonorsex,TROP_I,predictorv,1,577,0.21,0.21,0.6504671534,6.5063749E-01,1,0.9019564517
idbloodgroupcat,EVF,predictorv,1,55094,0.20,0.20,0.6520741108,6.5207589E-01,1,0.9019564517
meandonationtime,ALP,predspline,2,6589,0.85,0.42,0.6539868466,6.5400475E-01,1,0.9019564517
numdoncat,GLUKOS,predictorvalue,4,44127,2.44,0.61,0.6549127832,6.5491499E-01,1,0.9019564517
numdoncat,TRANSF,predictorv,3,47,1.62,0.54,0.6558854436,6.5824850E-01,1,0.9019564517
meanstoragetime,INR,predspline,2,27655,0.83,0.41,0.6612793631,6.6128345E-01,1,0.9019564517
meandonorage,NTPROBNP,predspline,2,812,0.83,0.41,0.6614615019,6.6160057E-01,1,0.9019564517
foreigndonor,NEUTRO,predictorv,1,10782,0.19,0.19,0.6616658031,6.6167457E-01,1,0.9019564517
foreigndonor,PO2,predictorvalue,1,16383,0.19,0.19,0.6642029977,6.6420871E-01,1,0.9019564517
numdoncat,TROP_I,predictorv,4,574,2.39,0.60,0.6642563237,6.6440359E-01,1,0.9019564517
meandonorsex,FERRITIN,predictorv,1,2551,0.19,0.19,0.6650818302,6.6511843E-01,1,0.9019564517
meandonorage,NA,predspline,2,45841,0.81,0.41,0.6655517594,6.6555417E-01,1,0.9019564517
meanweekday,FIB,predictorvalue,5,13542,3.22,0.64,0.6660661406,6.6607016E-01,1,0.9019564517
timesincecat,HBA1C,predictorvalue,3,176,1.57,0.52,0.666225595,6.6680352E-01,1,0.9019564517
meandonorage,METHB,predspline,2,15385,0.78,0.39,0.6754058038,6.7541256E-01,1,0.9101848983
meanweekday,COHB,predictorvalue,5,14014,3.15,0.63,0.6762859089,6.7628857E-01,1,0.9101848983
meanstoragetime,BASOF,predspline,2,1906,0.78,0.39,0.6783818643,6.7843545E-01,1,0.9101848983
meandonorsex,EOSINO,predictorv,1,1894,0.17,0.17,0.6814173722,6.8146381E-01,1,0.9101848983
idbloodgroupcat,TROP_I,predictorv,1,577,0.17,0.17,0.6830391621,6.8319064E-01,1,0.9101848983
meanstoragetime,TRI,predspline,2,2526,0.76,0.38,0.6839721345,6.8401119E-01,1,0.9101848983
donorparity,NTPROBNP,predictorvalue,2,812,0.75,0.37,0.6878144213,6.8793299E-01,1,0.9101848983
meanweekday,FE,predictorv,5,1393,3.08,0.62,0.6881055078,6.8811873E-01,1,0.9101848983
meanstoragetime,FERRITIN,predspline,2,2546,0.74,0.37,0.6919707741,6.9200762E-01,1,0.9101848983
timesincecat,TROP_T,predictorv,3,4314,1.46,0.49,0.6925769889,6.9259485E-01,1,0.9101848983
meandonorage,CA_F,predspline,2,20124,0.72,0.36,0.698033393,6.9803788E-01,1,0.9101848983
timesincecat,CO2,predictorvalue,3,1063,1.43,0.48,0.6981304407,6.9819825E-01,1,0.9101848983
meandonorage,APTT,predspline,2,21922,0.72,0.36,0.6982961077,6.9830022E-01,1,0.9101848983
timesincecat,FIB,predictorvalue,3,13549,1.42,0.47,0.7007639345,7.0076908E-01,1,0.9101848983
meanstoragetime,FE,predspline,2,1392,0.71,0.36,0.7008090254,7.0087264E-01,1,0.9101848983
meanweekday,METHB,predictorvalue,5,15385,2.99,0.60,0.7009960121,7.0099591E-01,1,0.9101848983
meanstoragetime,STDBIK,predspline,2,20054,0.71,0.35,0.7016937814,7.0169817E-01,1,0.9101848983
meandonorage,TRI,predspline,2,2530,0.71,0.35,0.7021079298,7.0214264E-01,1,0.9101848983
foreigndonor,EGFR,predictorvalue,1,7552,0.14,0.14,0.7066044609,7.0661504E-01,1,0.9127945217
meanstoragetime,EOSINO,predspline,2,1889,0.69,0.35,0.7073708821,7.0741575E-01,1,0.9127945217
numdoncat,APTT,predictorv,4,21936,2.14,0.53,0.7100652961,7.1006655E-01,1,0.9141086589
idbloodgroupcat,EGFR,predictorvalue,1,7546,0.14,0.14,0.7132958757,7.1330618E-01,1,0.9147470879
donorparity,CO2,predictorvalue,2,1063,0.67,0.34,0.7146837214,7.1475956E-01,1,0.9147470879
numdoncat,META,predictorvalue,4,368,2.11,0.53,0.7154038827,7.1546290E-01,1,0.9147470879
meandonorsex,PH,predictorvalue,1,20180,0.13,0.13,0.7172065015,7.1721029E-01,1,0.9147976542
meanstoragetime,CRP,predspline,2,47154,0.66,0.33,0.7188448725,7.1884653E-01,1,0.9147976542
timesincecat,K,predictorv,3,46324,1.33,0.44,0.7211363229,7.2113746E-01,1,0.9147976542
idbloodgroupcat,CA,predictorvalue,1,12593,0.13,0.13,0.7220307611,7.2203672E-01,1,0.9147976542
meanstoragetime,FIB,predspline,2,13522,0.65,0.32,0.723955299,7.2396089E-01,1,0.9151650018
numdoncat,ALAT,predictorvalue,4,16743,2.01,0.50,0.7334187556,7.3341890E-01,1,0.923712914
foreigndonor,META,predictorvalue,1,371,0.12,0.12,0.7338294356,7.3402187E-01,1,0.923712914
meanweekday,NA,predictorv,5,45846,2.76,0.55,0.7368021132,7.3680101E-01,1,0.9243138249
meandonorsex,ALB,predictorvalue,1,22878,0.11,0.11,0.7381889614,7.3819203E-01,1,0.9243138249
meandonorage,ALB,predspline,2,22877,0.60,0.30,0.7419596709,7.4196256E-01,1,0.9243138249
meandonationtime,FERRITIN,predspline,2,2541,0.59,0.30,0.7438273356,7.4385297E-01,1,0.9243138249
foreigndonor,TROP_T,predictorv,1,4316,0.11,0.11,0.7454148936,7.4543063E-01,1,0.9243138249
meandonorsex,METHB,predictorvalue,1,15386,0.11,0.11,0.7458949451,7.4589935E-01,1,0.9243138249
meandonorage,BILI,predspline,2,22153,0.58,0.29,0.7466984913,7.4670137E-01,1,0.9243138249
meandonationtime,HB,predspline,2,90266,0.58,0.29,0.7479416647,7.4794236E-01,1,0.9243138249
donorparity,TROP_T,predictorv,2,4314,0.58,0.29,0.7496637703,7.4967820E-01,1,0.9243138249
foreigndonor,TPK,predictorvalue,1,53553,0.10,0.10,0.7510037457,7.5100498E-01,1,0.9243138249
timesincecat,RET,predictorvalue,3,484,1.19,0.40,0.754771191,7.5482825E-01,1,0.9269820608
donorparity,CA_F,predictorvalue,2,20124,0.54,0.27,0.7617641637,7.6176697E-01,1,0.9308789202
donorparity,EOSINO,predictorv,2,1893,0.54,0.27,0.7626302517,7.6265983E-01,1,0.9308789202
meandonorsex,GT,predictorvalue,1,7669,0.09,0.09,0.7629800811,7.6298826E-01,1,0.9308789202
meanweekday,BILI,predictorv,5,22155,2.57,0.51,0.7661055635,7.6610178E-01,1,0.9312609019
meanweekday,NTPROBNP,predictorv,5,809,2.56,0.51,0.7681715175,7.6806571E-01,1,0.9312609019
foreigndonor,NA,predictorv,1,45864,0.09,0.09,0.7682889106,7.6829024E-01,1,0.9312609019
numdoncat,SR,predictorvalue,4,78,1.79,0.45,0.7735219764,7.7311422E-01,1,0.9348133351
timesincecat,FE,predictorv,3,1395,1.10,0.37,0.7762168742,7.7622678E-01,1,0.9348133351
meandonorsex,ERYTRO,predictorv,1,36178,0.08,0.08,0.7807198703,7.8072146E-01,1,0.9348133351
idbloodgroupcat,FE,predictorvalue,1,1395,0.08,0.08,0.781286796,7.8132794E-01,1,0.9348133351
meanstoragetime,LYMF,predspline,2,1893,0.49,0.25,0.7817491787,7.8177421E-01,1,0.9348133351
donorparity,PH,predictorvalue,2,20179,0.49,0.25,0.7818360468,7.8183839E-01,1,0.9348133351
meandonorage,FIB,predspline,2,13541,0.49,0.24,0.7829027049,7.8290617E-01,1,0.9348133351
numdoncat,STDBIK,predictorvalue,4,20080,1.72,0.43,0.7876247983,7.8762260E-01,1,0.9348850373
meanweekday,MCHC,predictorvalue,5,23843,2.42,0.48,0.7883387188,7.8833433E-01,1,0.9348850373
idbloodgroupcat,MYELO,predictorv,1,350,0.07,0.07,0.7890106942,7.8916831E-01,1,0.9348850373
foreigndonor,FIB,predictorvalue,1,13551,0.07,0.07,0.7917958378,7.9179985E-01,1,0.9348850373
numdoncat,NTPROBNP,predictorv,4,810,1.69,0.42,0.7925744945,7.9251602E-01,1,0.9348850373
meandonationtime,PO2,predspline,2,16340,0.46,0.23,0.7933869011,7.9338950E-01,1,0.9348850373
meanweekday,CA,predictorvalue,5,12603,2.35,0.47,0.7983487487,7.9833982E-01,1,0.9348850373
idbloodgroupcat,ALP,predictorvalue,1,6609,0.06,0.06,0.7988853247,7.9889325E-01,1,0.9348850373
timesincecat,MONO,predictorv,3,1903,1.00,0.33,0.8008848749,8.0088498E-01,1,0.9348850373
meanweekday,ALAT,predictorvalue,5,16738,2.33,0.47,0.801174016,8.0116717E-01,1,0.9348850373
meandonorsex,LD,predictorvalue,1,6635,0.06,0.06,0.8049777762,8.0498542E-01,1,0.9348850373
meanweekday,MCV,predictorvalue,5,36408,2.30,0.46,0.8063910295,8.0638778E-01,1,0.9348850373
idbloodgroupcat,FERRITIN,predictorv,1,2549,0.06,0.06,0.8070715387,8.0709119E-01,1,0.9348850373
meandonorage,ALAT,predspline,2,16738,0.43,0.21,0.8077455445,8.0774774E-01,1,0.9348850373
meandonorage,ERYTRO,predspline,2,36177,0.43,0.21,0.8080067672,8.0800778E-01,1,0.9348850373
meandonationtime,MCH,predspline,2,36368,0.42,0.21,0.8106744373,8.1067542E-01,1,0.9360375976
foreigndonor,BILI_K,predictorv,1,4785,0.05,0.05,0.8175610734,8.1757094E-01,1,0.940355125
meanstoragetime,CA_F,predspline,2,20105,0.40,0.20,0.8201568503,8.2015845E-01,1,0.940355125
donorparity,BILI,predictorvalue,2,22153,0.39,0.19,0.8232283219,8.2322973E-01,1,0.940355125
meanstoragetime,CA,predspline,2,12590,0.39,0.19,0.8232577858,8.2326026E-01,1,0.940355125
meanweekday,OSMO,predictorvalue,5,6409,2.18,0.44,0.8235591766,8.2353913E-01,1,0.940355125
meanweekday,BE,predictorvalue,5,19949,2.17,0.43,0.8244964066,8.2448994E-01,1,0.940355125
numdoncat,COHB,predictorvalue,4,14017,1.48,0.37,0.8293014438,8.2929662E-01,1,0.943914857
numdoncat,ALP,predictorvalue,4,6619,1.46,0.37,0.8331274014,8.3311696E-01,1,0.9463397554
donorparity,TRANSF,predictorv,2,48,0.36,0.18,0.8343105012,8.3487822E-01,1,0.9464206504
meandonorage,EOSINO,predspline,2,1893,0.35,0.18,0.8389201489,8.3893382E-01,1,0.9475051225
meanweekday,CL,predictorvalue,5,20834,2.07,0.41,0.8392253192,8.3921882E-01,1,0.9475051225
timesincecat,NTPROBNP,predictorv,3,811,0.83,0.28,0.8418687258,8.4184808E-01,1,0.9485612146
meandonationtime,COHB,predspline,2,13978,0.33,0.17,0.8461444837,8.4614617E-01,1,0.9486583632
meanstoragetime,TRANSF,predspline,2,48,0.33,0.17,0.8458887505,8.4638025E-01,1,0.9486583632
meandonorsex,APTT,predictorv,1,21923,0.04,0.04,0.8481242294,8.4812600E-01,1,0.9486583632
donorparity,ERYTRO,predictorv,2,36177,0.33,0.16,0.8487097973,8.4871043E-01,1,0.9486583632
idbloodgroupcat,HAPTO,predictorvalue,1,365,0.03,0.03,0.8540979014,8.5420002E-01,1,0.9498593598
meandonorage,FERRITIN,predspline,2,2550,0.31,0.16,0.8545914536,8.5459973E-01,1,0.9498593598
timesincecat,OSMO,predictorvalue,3,6413,0.77,0.26,0.8558912926,8.5588803E-01,1,0.9498593598
timesincecat,LAKTAT,predictorvalue,3,18662,0.76,0.25,0.857989851,8.5798870E-01,1,0.9498593598
timesincecat,PH,predictorvalue,3,20188,0.75,0.25,0.8610307068,8.6102961E-01,1,0.9498593598
meandonationtime,GLUKOS,predspline,2,44003,0.30,0.15,0.8615690835,8.6156952E-01,1,0.9498593598
timesincecat,CL,predictorvalue,3,20843,0.75,0.25,0.8616592046,8.6165813E-01,1,0.9498593598
meandonationtime,MONO,predspline,2,1901,0.29,0.15,0.8634072733,8.6341707E-01,1,0.9499098549
foreigndonor,BILI,predictorvalue,1,22164,0.03,0.03,0.8658704519,8.6587199E-01,1,0.9499098549
idbloodgroupcat,FIB,predictorvalue,1,13527,0.03,0.03,0.8686698592,8.6867233E-01,1,0.9499098549
foreigndonor,EOSINO,predictorv,1,1894,0.03,0.03,0.870453921,8.7047132E-01,1,0.9499098549
meanstoragetime,METHB,predspline,2,15378,0.28,0.14,0.8706756044,8.7067669E-01,1,0.9499098549
timesincecat,NEUTRO,predictorvalue,3,10780,0.71,0.24,0.8718838139,8.7188155E-01,1,0.9499098549
timesincecat,INR,predictorv,3,27703,0.70,0.23,0.8741976261,8.7419673E-01,1,0.9505828502
foreigndonor,APTT,predictorvalue,1,21939,0.02,0.02,0.876401579,8.7640301E-01,1,0.9506109486
foreigndonor,HBA1C,predictorvalue,1,178,0.02,0.02,0.8783693239,8.7854267E-01,1,0.9506109486
donorparity,TROP_I,predictorv,2,576,0.25,0.12,0.8835680854,8.8359158E-01,1,0.9506109486
idbloodgroupcat,SR,predictorvalue,1,81,0.02,0.02,0.8833057909,8.8367050E-01,1,0.9506109486
meandonorage,SR,predspline,2,80,0.25,0.12,0.8842081796,8.8437524E-01,1,0.9506109486
donorparity,NA,predictorv,2,45841,0.25,0.12,0.884407395,8.8440769E-01,1,0.9506109486
meandonationtime,SR,predspline,2,80,0.24,0.12,0.8874994909,8.8765721E-01,1,0.9522759321
idbloodgroupcat,HBA1C,predictorvalue,1,178,0.02,0.02,0.8973404325,8.9748610E-01,1,0.9588951713
meandonationtime,PCO2,predspline,2,16248,0.21,0.11,0.9002701846,9.0027080E-01,1,0.9588951713
meanstoragetime,NA,predspline,2,45781,0.21,0.10,0.9012707649,9.0127098E-01,1,0.9588951713
meandonorsex,NEUTRO,predictorvalue,1,10777,0.01,0.01,0.9028061454,9.0280842E-01,1,0.9588951713
meandonorage,LYMF,predspline,2,1897,0.20,0.10,0.9032182984,9.0322323E-01,1,0.9588951713
timesincecat,NA,predictorv,3,45862,0.57,0.19,0.9041017671,9.0410116E-01,1,0.9588951713
timesincecat,SR,predictorvalue,3,79,0.51,0.17,0.916073436,9.1572861E-01,1,0.9693913476
donorparity,GT,predictorvalue,2,7668,0.17,0.08,0.9194366481,9.1943749E-01,1,0.9714811258
meanweekday,TRANSF,predictorv,5,45,1.37,0.27,0.9279984199,9.2542180E-01,1,0.972687686
meandonorsex,SR,predictorvalue,1,81,0.01,0.01,0.9264515199,9.2667945E-01,1,0.972687686
numdoncat,OSMO,predictorvalue,4,6412,0.87,0.22,0.9287102982,9.2869950E-01,1,0.972687686
meandonationtime,TPK,predspline,2,53357,0.15,0.07,0.9291869903,9.2918708E-01,1,0.972687686
idbloodgroupcat,EOSINO,predictorv,1,1892,0.01,0.01,0.9292547323,9.2926413E-01,1,0.972687686
meanstoragetime,ALAT,predspline,2,16711,0.13,0.06,0.9385951476,9.3859537E-01,1,0.9798836927
meandonationtime,MCHC,predspline,2,23719,0.12,0.06,0.9401521004,9.4015225E-01,1,0.9798836927
meanstoragetime,MONO,predspline,2,1900,0.12,0.06,0.942479604,9.4248134E-01,1,0.9798836927
idbloodgroupcat,NA,predictorv,1,45805,0.00,0.00,0.9440140563,9.4401436E-01,1,0.9798836927
donorparity,METHB,predictorvalue,2,15385,0.11,0.06,0.9453272953,9.4532749E-01,1,0.9798836927
timesincecat,ALB,predictorvalue,3,22888,0.37,0.12,0.9466386631,9.4663764E-01,1,0.9798836927
meandonorsex,CL,predictorvalue,1,20834,0.00,0.00,0.9579376564,9.5793816E-01,1,0.9897158379
donorparity,CRP,predictorvalue,2,47224,0.08,0.04,0.9609995271,9.6099956E-01,1,0.9897158379
meanweekday,GT,predictorvalue,5,7665,1.01,0.20,0.9614489805,9.6143824E-01,1,0.9897158379
timesincecat,META,predictorvalue,3,369,0.28,0.09,0.9641035386,9.6405384E-01,1,0.9905874283
numdoncat,FE,predictorv,4,1394,0.56,0.14,0.96773418,9.6770382E-01,1,0.9909220481
idbloodgroupcat,GT,predictorvalue,1,7657,0.00,0.00,0.9679174519,9.6791850E-01,1,0.9909220481
timesincecat,TRANSF,predictorv,3,47,0.22,0.07,0.974744707,9.7444650E-01,1,0.9952350147
meandonorsex,CRP,predictorvalue,1,47225,0.00,0.00,0.9756856267,9.7568576E-01,1,0.9952350147
meandonorsex,ALAT,predictorvalue,1,16739,0.00,0.00,0.9803532572,9.8035355E-01,1,0.9955799328
donorparity,APTT,predictorvalue,2,21922,0.04,0.02,0.9809050962,9.8090511E-01,1,0.9955799328
meandonorsex,BILI,predictorvalue,1,22154,0.00,0.00,0.9813571519,9.8135736E-01,1,0.9955799328
timesincecat,LPK,predictorvalue,3,55771,0.15,0.05,0.9848992908,9.8489912E-01,1,0.9965559028
meandonorsex,LPK,predictorv,1,55741,0.00,0.00,0.9889056652,9.8890572E-01,1,0.9965559028
meandonationtime,FE,predspline,2,1390,0.02,0.01,0.990916476,9.9091654E-01,1,0.9965559028
meanweekday,LAKTAT,predictorvalue,5,18655,0.52,0.10,0.9914912796,9.9148997E-01,1,0.9965559028
timesincecat,TROP_I,predictorv,3,575,0.10,0.03,0.9921654066,9.9215637E-01,1,0.9965559028
donorparity,LPK,predictorv,2,55740,0.01,0.01,0.9947476137,9.9474761E-01,1,0.9965559028
meanweekday,TRI,predictorv,5,2528,0.42,0.08,0.994782603,9.9477634E-01,1,0.9965559028
foreigndonor,SR,predictorvalue,1,81,0.00,0.00,0.997880221,9.9788675E-01,1,0.9978867533
