label,predictor,predictorvalue,predicted,lower,upper,adjusted
FE,meandonorhb,121,15.055501065,-94.18748293,124.29848506,0
FE,meandonorhb,122,16.345960488,-89.20734365,121.89926463,0
FE,meandonorhb,123,17.636419911,-84.3287016,119.60154142,0
FE,meandonorhb,124,18.926879334,-79.56265069,117.41640935,0
FE,meandonorhb,125,20.217338757,-74.92153117,115.35620868,0
FE,meandonorhb,126,21.507798181,-70.41900501,113.43460138,0
FE,meandonorhb,127,22.798257604,-66.0701015,111.6666167,0
FE,meandonorhb,128,24.088717027,-61.89121598,110.06865004,0
FE,meandonorhb,129,25.37917645,-57.90004089,108.65839379,0
FE,meandonorhb,130,26.669635873,-54.11540438,107.45467613,0
FE,meandonorhb,131,27.960095296,-50.55699167,106.47718226,0
FE,meandonorhb,132,29.250554719,-47.24492678,105.74603622,0
FE,meandonorhb,133,30.541014142,-44.19920236,105.28123065,0
FE,meandonorhb,134,31.831473565,-41.43896225,105.10190938,0
FE,meandonorhb,135,33.121932989,-38.98166674,105.22553272,0
FE,meandonorhb,136,34.412193959,-36.84203048,105.6664184,0
FE,meandonorhb,137,35.700330753,-35.02539386,106.42605537,0
FE,meandonorhb,138,36.983528285,-33.5156869,107.48274347,0
FE,meandonorhb,139,38.258964119,-32.27424254,108.79217078,0
FE,meandonorhb,140,39.523815821,-31.24327778,110.29090943,0
FE,meandonorhb,141,40.775260953,-30.35107731,111.90159922,0
FE,meandonorhb,142,42.010477082,-29.51807976,113.53903393,0
FE,meandonorhb,143,43.226641772,-28.66320018,115.11648372,0
FE,meandonorhb,144,44.420932586,-27.71005334,116.55191851,0
FE,meandonorhb,145,45.59052709,-26.59313924,117.77419342,0
FE,meandonorhb,146,46.732602848,-25.26441807,118.72962377,0
FE,meandonorhb,147,47.844455027,-23.7022459,119.39115596,0
FE,meandonorhb,148,48.926083625,-21.94597356,119.79814081,0
FE,meandonorhb,149,49.980193478,-20.09249185,120.05287881,0
FE,meandonorhb,150,51.00960702,-18.26084865,120.28006269,0
FE,meandonorhb,151,52.017146688,-16.58351109,120.61780446,0
FE,meandonorhb,152,53.005634916,-15.19711313,121.20838296,0
FE,meandonorhb,153,53.97789414,-14.23090719,122.18669546,0
FE,meandonorhb,154,54.936746795,-13.79364569,123.66713928,0
FE,meandonorhb,155,55.885015318,-13.96105166,125.73108229,0
FE,meandonorhb,156,56.825522143,-14.76688436,128.41792865,0
FE,meandonorhb,157,57.761089705,-16.20004645,131.72222586,0
FE,meandonorhb,158,58.694533092,-18.20832419,135.59739037,0
FE,meandonorhb,159,59.627778025,-20.71867072,139.97422677,0
FE,meandonorhb,160,60.561022959,-23.66795171,144.78999763,0
FE,meandonorhb,161,61.494267893,-26.9984126,149.98694838,0
FE,meandonorhb,162,62.427512826,-30.65768904,155.51271469,0
FE,meandonorhb,163,63.36075776,-34.59954589,161.32106141,0
FE,meandonorhb,164,64.294002694,-38.78389676,167.37190214,0
FE,meandonorhb,165,65.227247627,-43.1764036,173.63089885,0
FE,meandonorhb,166,66.160492561,-47.74787333,180.06885846,0
FE,meandonorhb,167,67.093737495,-52.47359091,186.6610659,0
FE,meandonorhb,168,68.026982428,-57.33266899,193.38663385,0
FE,meandonorhb,169,68.960227362,-62.30745474,200.22790946,0
FE,meandonorhb,170,69.893472296,-67.38300968,207.16995427,0
FE,meandonorhb,171,70.826717229,-72.54666461,214.20009907,0
FE,meandonorhb,172,71.759962163,-77.7876447,221.30756903,0
FE,meandonorhb,173,72.693207097,-83.09675662,228.48317082,0
FE,meandonorhb,174,73.62645203,-88.46612908,235.71903314,0
FE,meandonorhb,175,74.559696964,-93.88899815,243.00839208,0
FE,meandonorhb,176,75.492941898,-99.35952992,250.34541372,0
FE,meandonorhb,177,76.426186831,-104.8726739,257.72504754,0
FE,meandonorhb,178,77.359431765,-110.4240416,265.14290513,0
FE,meandonorhb,179,78.292676699,-116.0098061,272.59515949,0
FE,meandonorhb,180,79.225921632,-121.6266182,280.07846145,0
FE,meandonorhb,181,80.159166566,-127.2715367,287.58986984,0
FE,meandonorhb,182,81.0924115,-132.9419702,295.1267932,0
FE,meandonorhb,183,82.025656433,-138.6356279,302.6869408,0
FE,meandonorhb,184,82.958901367,-144.3504787,310.26828143,0
FE,meandonorhb,185,83.892146301,-150.084716,317.8690086,0
FE,meandonorhb,186,84.825391234,-155.8367286,325.48751102,0
FE,meandonorhb,187,85.758636168,-161.6050752,333.1223475,0
FE,meandonorhb,188,86.691881102,-167.3884634,340.77222558,0
FE,meandonorhb,189,87.625126035,-173.1857311,348.43598316,0
FE,meandonorhb,190,88.558370969,-178.9958309,356.1125728,0
GT,meandonorhb,104,-0.34767888,-0.645558059,-0.049799701,0
GT,meandonorhb,105,-0.339670559,-0.629313553,-0.050027566,0
GT,meandonorhb,106,-0.331662238,-0.613101046,-0.05022343,0
GT,meandonorhb,107,-0.323653918,-0.596923423,-0.050384412,0
GT,meandonorhb,108,-0.315645597,-0.580783906,-0.050507287,0
GT,meandonorhb,109,-0.307637276,-0.564686113,-0.050588439,0
GT,meandonorhb,110,-0.299628955,-0.548634109,-0.050623801,0
GT,meandonorhb,111,-0.291620634,-0.53263248,-0.050608789,0
GT,meandonorhb,112,-0.283612314,-0.516686408,-0.050538219,0
GT,meandonorhb,113,-0.275603993,-0.500801768,-0.050406218,0
GT,meandonorhb,114,-0.267595672,-0.484985238,-0.050206106,0
GT,meandonorhb,115,-0.259587351,-0.469244427,-0.049930276,0
GT,meandonorhb,116,-0.25157903,-0.453588031,-0.04957003,0
GT,meandonorhb,117,-0.24357071,-0.43802601,-0.049115409,0
GT,meandonorhb,118,-0.235562389,-0.422569802,-0.048554976,0
GT,meandonorhb,119,-0.227554068,-0.407232563,-0.047875573,0
GT,meandonorhb,120,-0.219545747,-0.392029462,-0.047062033,0
GT,meandonorhb,121,-0.211537426,-0.376977998,-0.046096855,0
GT,meandonorhb,122,-0.203529106,-0.362098378,-0.044959833,0
GT,meandonorhb,123,-0.195520785,-0.347413927,-0.043627642,0
GT,meandonorhb,124,-0.187512464,-0.332951523,-0.042073405,0
GT,meandonorhb,125,-0.179504143,-0.318742047,-0.040266239,0
GT,meandonorhb,126,-0.171495822,-0.304820797,-0.038170848,0
GT,meandonorhb,127,-0.163487502,-0.291227802,-0.035747201,0
GT,meandonorhb,128,-0.155479181,-0.278007956,-0.032950406,0
GT,meandonorhb,129,-0.14747086,-0.265210819,-0.029730901,0
GT,meandonorhb,130,-0.139463578,-0.252891389,-0.026035766,0
GT,meandonorhb,131,-0.131482258,-0.241138284,-0.021826232,0
GT,meandonorhb,132,-0.123575711,-0.230060912,-0.01709051,0
GT,meandonorhb,133,-0.115793785,-0.219748235,-0.011839336,0
GT,meandonorhb,134,-0.108186328,-0.210262394,-0.006110263,0
GT,meandonorhb,135,-0.100803189,-0.201635948,0.0000295691,0
GT,meandonorhb,136,-0.093694216,-0.19387202,0.0064835874,0
GT,meandonorhb,137,-0.086909258,-0.186947562,0.0131290465,0
GT,meandonorhb,138,-0.080498162,-0.180819168,0.019822844,0
GT,meandonorhb,139,-0.074510777,-0.175430368,0.0264088133,0
GT,meandonorhb,140,-0.068996953,-0.170719221,0.0327253163,0
GT,meandonorhb,141,-0.064006536,-0.166625317,0.0386122455,0
GT,meandonorhb,142,-0.059589375,-0.163095759,0.0439170093,0
GT,meandonorhb,143,-0.055795319,-0.160090161,0.0484995227,0
GT,meandonorhb,144,-0.052674216,-0.157584968,0.0522365351,0
GT,meandonorhb,145,-0.050275915,-0.155577629,0.055025799,0
GT,meandonorhb,146,-0.048650264,-0.154091163,0.0567906356,0
GT,meandonorhb,147,-0.047830494,-0.15317131,0.0575103214,0
GT,meandonorhb,148,-0.047783375,-0.1528631,0.0572963506,0
GT,meandonorhb,149,-0.048459057,-0.153228734,0.0563106213,0
GT,meandonorhb,150,-0.049807692,-0.154349997,0.0547346134,0
GT,meandonorhb,151,-0.051779431,-0.156322038,0.0527631754,0
GT,meandonorhb,152,-0.054324428,-0.159245581,0.050596726,0
GT,meandonorhb,153,-0.057392832,-0.163217344,0.0484316809,0
GT,meandonorhb,154,-0.060934795,-0.168319261,0.046449671,0
GT,meandonorhb,155,-0.06490047,-0.174607886,0.0448069457,0
GT,meandonorhb,156,-0.069240008,-0.182105899,0.0436258834,0
GT,meandonorhb,157,-0.07390356,-0.19079747,0.0429903502,0
GT,meandonorhb,158,-0.078841278,-0.200628276,0.0429457194,0
GT,meandonorhb,159,-0.084003314,-0.21150971,0.0435030817,0
GT,meandonorhb,160,-0.089339819,-0.223325822,0.0446461831,0
GT,meandonorhb,161,-0.094800945,-0.235941203,0.0463393117,0
GT,meandonorhb,162,-0.100336844,-0.24920836,0.0485346713,0
GT,meandonorhb,163,-0.105898706,-0.262975592,0.0511781803,0
GT,meandonorhb,164,-0.111461606,-0.277133579,0.0542103678,0
GT,meandonorhb,165,-0.117024506,-0.291623089,0.0575740776,0
GT,meandonorhb,166,-0.122587406,-0.306395826,0.0612210152,0
GT,meandonorhb,167,-0.128150305,-0.321411304,0.0651106931,0
GT,meandonorhb,168,-0.133713205,-0.336635603,0.0692091921,0
GT,meandonorhb,169,-0.139276105,-0.352040278,0.073488067,0
GT,meandonorhb,170,-0.144839005,-0.367601422,0.0779234118,0
GT,meandonorhb,171,-0.150401905,-0.383298886,0.0824950756,0
GT,meandonorhb,172,-0.155964805,-0.399115624,0.0871860136,0
GT,meandonorhb,173,-0.161527705,-0.415037164,0.0919817532,0
GT,meandonorhb,174,-0.167090605,-0.431051167,0.0968699564,0
GT,meandonorhb,175,-0.172653505,-0.447147072,0.1018400621,0
GT,meandonorhb,176,-0.178216405,-0.463315803,0.1068829927,0
GT,meandonorhb,177,-0.183779305,-0.479549524,0.1119909142,0
GT,meandonorhb,178,-0.189342205,-0.495841448,0.1171570386,0
GT,meandonorhb,179,-0.194905105,-0.512185671,0.1223754615,0
GT,meandonorhb,180,-0.200468005,-0.528577037,0.1276410275,0
GT,meandonorhb,181,-0.206030905,-0.545011028,0.1329492189,0
GT,meandonorhb,182,-0.211593805,-0.561483672,0.1382960624,0
GT,meandonorhb,183,-0.217156705,-0.577991462,0.1436780522,0
GT,meandonorhb,184,-0.222719605,-0.594531294,0.1490920846,0
GT,meandonorhb,185,-0.228282505,-0.611100412,0.1545354032,0
GT,meandonorhb,186,-0.233845405,-0.627696362,0.1600055528,0
GT,meandonorhb,187,-0.239408305,-0.644316949,0.1655003401,0
GT,meandonorhb,188,-0.244971204,-0.660960209,0.1710178003,0
GT,meandonorhb,189,-0.250534104,-0.677624378,0.1765561689,0
GT,meandonorhb,190,-0.256097004,-0.694307865,0.1821138567,0
INR,meandonorhb,104,-0.1060664,-0.175141188,-0.036991611,0
INR,meandonorhb,105,-0.105575583,-0.172714797,-0.038436369,0
INR,meandonorhb,106,-0.105084766,-0.170296616,-0.039872915,0
INR,meandonorhb,107,-0.104593948,-0.167887397,-0.0413005,0
INR,meandonorhb,108,-0.104103131,-0.165487978,-0.042718285,0
INR,meandonorhb,109,-0.103612314,-0.163099304,-0.044125325,0
INR,meandonorhb,110,-0.103121497,-0.160722436,-0.045520558,0
INR,meandonorhb,111,-0.10263068,-0.158358574,-0.046902787,0
INR,meandonorhb,112,-0.102139863,-0.156009073,-0.048270653,0
INR,meandonorhb,113,-0.101649046,-0.153675473,-0.049622619,0
INR,meandonorhb,114,-0.101158229,-0.151359526,-0.050956932,0
INR,meandonorhb,115,-0.100667412,-0.149063228,-0.052271596,0
INR,meandonorhb,116,-0.100176595,-0.146788863,-0.053564327,0
INR,meandonorhb,117,-0.099685778,-0.144539047,-0.054832509,0
INR,meandonorhb,118,-0.099194961,-0.142316784,-0.056073138,0
INR,meandonorhb,119,-0.098704144,-0.14012553,-0.057282757,0
INR,meandonorhb,120,-0.098213327,-0.137969265,-0.058457389,0
INR,meandonorhb,121,-0.09772251,-0.135852572,-0.059592447,0
INR,meandonorhb,122,-0.097231693,-0.133780734,-0.060682651,0
INR,meandonorhb,123,-0.096740876,-0.131759826,-0.061721925,0
INR,meandonorhb,124,-0.096250059,-0.129796818,-0.062703299,0
INR,meandonorhb,125,-0.095759242,-0.127899667,-0.063618816,0
INR,meandonorhb,126,-0.095268424,-0.126077394,-0.064459455,0
INR,meandonorhb,127,-0.094777626,-0.124340146,-0.065215105,0
INR,meandonorhb,128,-0.094289062,-0.122702633,-0.065875492,0
INR,meandonorhb,129,-0.093809223,-0.121186098,-0.066432349,0
INR,meandonorhb,130,-0.093345088,-0.119810467,-0.06687971,0
INR,meandonorhb,131,-0.092903637,-0.118592557,-0.067214716,0
INR,meandonorhb,132,-0.092491848,-0.117545161,-0.067438535,0
INR,meandonorhb,133,-0.092116702,-0.116676303,-0.0675571,0
INR,meandonorhb,134,-0.091785177,-0.115988829,-0.067581525,0
INR,meandonorhb,135,-0.091504254,-0.11548045,-0.067528057,0
INR,meandonorhb,136,-0.091280911,-0.115144265,-0.067417558,0
INR,meandonorhb,137,-0.091122129,-0.114969688,-0.06727457,0
INR,meandonorhb,138,-0.091034887,-0.114943647,-0.067126127,0
INR,meandonorhb,139,-0.091026164,-0.11505186,-0.067000468,0
INR,meandonorhb,140,-0.09110294,-0.115280055,-0.066925825,0
INR,meandonorhb,141,-0.091272194,-0.115615044,-0.066929345,0
INR,meandonorhb,142,-0.091540906,-0.116045629,-0.067036183,0
INR,meandonorhb,143,-0.091916056,-0.116563366,-0.067268745,0
INR,meandonorhb,144,-0.092404622,-0.11716325,-0.067645993,0
INR,meandonorhb,145,-0.093013584,-0.117844398,-0.06818277,0
INR,meandonorhb,146,-0.093749922,-0.118610799,-0.068889046,0
INR,meandonorhb,147,-0.094620325,-0.119472083,-0.069768568,0
INR,meandonorhb,148,-0.095624792,-0.120441545,-0.07080804,0
INR,meandonorhb,149,-0.096756635,-0.121535203,-0.071978068,0
INR,meandonorhb,150,-0.098008875,-0.122773191,-0.073244558,0
INR,meandonorhb,151,-0.099374531,-0.124178764,-0.074570297,0
INR,meandonorhb,152,-0.100846624,-0.125776864,-0.075916384,0
INR,meandonorhb,153,-0.102418175,-0.127592328,-0.077244023,0
INR,meandonorhb,154,-0.104082205,-0.129647807,-0.078516604,0
INR,meandonorhb,155,-0.105831733,-0.131961635,-0.079701832,0
INR,meandonorhb,156,-0.107659781,-0.134545989,-0.080773573,0
INR,meandonorhb,157,-0.109559369,-0.137405683,-0.081713054,0
INR,meandonorhb,158,-0.111523517,-0.140537815,-0.082509218,0
INR,meandonorhb,159,-0.113545245,-0.143932266,-0.083158225,0
INR,meandonorhb,160,-0.115617575,-0.147572829,-0.083662322,0
INR,meandonorhb,161,-0.117733527,-0.151438668,-0.084028387,0
INR,meandonorhb,162,-0.119886121,-0.155505791,-0.084266452,0
INR,meandonorhb,163,-0.122068379,-0.159748345,-0.084388412,0
INR,meandonorhb,164,-0.124273319,-0.164139626,-0.084407012,0
INR,meandonorhb,165,-0.126493963,-0.168652791,-0.084335135,0
INR,meandonorhb,166,-0.128723332,-0.17326133,-0.084185335,0
INR,meandonorhb,167,-0.130954937,-0.177940408,-0.083969465,0
INR,meandonorhb,168,-0.133186559,-0.182675567,-0.083697551,0
INR,meandonorhb,169,-0.135418182,-0.187458681,-0.083377682,0
INR,meandonorhb,170,-0.137649804,-0.192283031,-0.083016577,0
INR,meandonorhb,171,-0.139881427,-0.197143016,-0.082619837,0
INR,meandonorhb,172,-0.142113049,-0.202033947,-0.082192151,0
INR,meandonorhb,173,-0.144344672,-0.206951881,-0.081737462,0
INR,meandonorhb,174,-0.146576294,-0.211893485,-0.081259103,0
INR,meandonorhb,175,-0.148807917,-0.216855933,-0.0807599,0
INR,meandonorhb,176,-0.151039539,-0.221836812,-0.080242266,0
INR,meandonorhb,177,-0.153271162,-0.226834056,-0.079708268,0
INR,meandonorhb,178,-0.155502784,-0.231845886,-0.079159683,0
INR,meandonorhb,179,-0.157734407,-0.236870765,-0.078598049,0
INR,meandonorhb,180,-0.159966029,-0.241907358,-0.0780247,0
INR,meandonorhb,181,-0.162197652,-0.246954503,-0.0774408,0
INR,meandonorhb,182,-0.164429274,-0.252011182,-0.076847366,0
INR,meandonorhb,183,-0.166660897,-0.257076501,-0.076245292,0
INR,meandonorhb,184,-0.168892519,-0.262149673,-0.075635366,0
INR,meandonorhb,185,-0.171124142,-0.267230001,-0.075018283,0
INR,meandonorhb,186,-0.173355764,-0.272316866,-0.074394662,0
INR,meandonorhb,187,-0.175587387,-0.27740972,-0.073765053,0
INR,meandonorhb,188,-0.177819009,-0.282508071,-0.073129947,0
INR,meandonorhb,189,-0.180050632,-0.28761148,-0.072489784,0
INR,meandonorhb,190,-0.182282254,-0.292719552,-0.071844957,0
LD,meandonorhb,104,-5.398331137,-10.86277939,0.0661171154,0
LD,meandonorhb,105,-5.266771154,-10.57039146,0.0368491485,0
LD,meandonorhb,106,-5.135211171,-10.2784717,0.0080493617,0
LD,meandonorhb,107,-5.003651188,-9.987065328,-0.020237049,0
LD,meandonorhb,108,-4.872091205,-9.69622336,-0.04795905,0
LD,meandonorhb,109,-4.740531222,-9.406003609,-0.075058835,0
LD,meandonorhb,110,-4.608971239,-9.11647178,-0.101470698,0
LD,meandonorhb,111,-4.477411256,-8.827702814,-0.127119698,0
LD,meandonorhb,112,-4.345851273,-8.5397825,-0.151920046,0
LD,meandonorhb,113,-4.21429129,-8.252809412,-0.175773168,0
LD,meandonorhb,114,-4.082731307,-7.966897252,-0.198565362,0
LD,meandonorhb,115,-3.951171324,-7.682177695,-0.220164953,0
LD,meandonorhb,116,-3.819611341,-7.398803844,-0.240418837,0
LD,meandonorhb,117,-3.688051358,-7.116954447,-0.259148268,0
LD,meandonorhb,118,-3.556491375,-6.836839039,-0.27614371,0
LD,meandonorhb,119,-3.424931391,-6.558704228,-0.291158555,0
LD,meandonorhb,120,-3.293371408,-6.282841355,-0.303901462,0
LD,meandonorhb,121,-3.161811425,-6.009595813,-0.314027038,0
LD,meandonorhb,122,-3.030251442,-5.739378287,-0.321124598,0
LD,meandonorhb,123,-2.898691459,-5.47267817,-0.324704749,0
LD,meandonorhb,124,-2.767131476,-5.210079264,-0.324183688,0
LD,meandonorhb,125,-2.635571493,-4.952277601,-0.318865385,0
LD,meandonorhb,126,-2.50401151,-4.70010064,-0.30792238,0
LD,meandonorhb,127,-2.372451527,-4.454526149,-0.290376905,0
LD,meandonorhb,128,-2.240891544,-4.21669745,-0.265085638,0
LD,meandonorhb,129,-2.10949983,-3.988180232,-0.230819428,0
LD,meandonorhb,130,-1.979117731,-3.771584749,-0.186650713,0
LD,meandonorhb,131,-1.850754862,-3.569520661,-0.131989063,0
LD,meandonorhb,132,-1.725420838,-3.384154431,-0.066687244,0
LD,meandonorhb,133,-1.604125273,-3.217043037,0.0087924906,0
LD,meandonorhb,134,-1.487877783,-3.069009971,0.0932544048,0
LD,meandonorhb,135,-1.377687983,-2.940104735,0.1847287692,0
LD,meandonorhb,136,-1.274565487,-2.829667191,0.280536217,0
LD,meandonorhb,137,-1.179519911,-2.736485738,0.3774459166,0
LD,meandonorhb,138,-1.093560869,-2.659010768,0.4718890301,0
LD,meandonorhb,139,-1.017697976,-2.595576782,0.5601808294,0
LD,meandonorhb,140,-0.952940848,-2.544598246,0.6387165498,0
LD,meandonorhb,141,-0.900299099,-2.504725034,0.7041268365,0
LD,meandonorhb,142,-0.860782344,-2.474961859,0.7533971714,0
LD,meandonorhb,143,-0.835400198,-2.454767287,0.7839668912,0
LD,meandonorhb,144,-0.824825738,-2.444005163,0.7943536878,0
LD,meandonorhb,145,-0.828385887,-2.442570849,0.7857990756,0
LD,meandonorhb,146,-0.845071029,-2.450767784,0.760625725,0
LD,meandonorhb,147,-0.873871552,-2.46934833,0.7216052264,0
LD,meandonorhb,148,-0.913777838,-2.499413713,0.6718580369,0
LD,meandonorhb,149,-0.963780274,-2.542303941,0.6147433935,0
LD,meandonorhb,150,-1.022869244,-2.59946322,0.5537247323,0
LD,meandonorhb,151,-1.090035134,-2.672274583,0.4922043158,0
LD,meandonorhb,152,-1.164268328,-2.761870906,0.4333342499,0
LD,meandonorhb,153,-1.244559212,-2.868945691,0.3798272676,0
LD,meandonorhb,154,-1.32989817,-2.99359872,0.3338023795,0
LD,meandonorhb,155,-1.419275588,-3.135250528,0.2966993519,0
LD,meandonorhb,156,-1.511681851,-3.292642989,0.2692792871,0
LD,meandonorhb,157,-1.606107344,-3.463918384,0.2517036963,0
LD,meandonorhb,158,-1.701542452,-3.646749234,0.24366433,0
LD,meandonorhb,159,-1.797145829,-3.838747804,0.2444561469,0
LD,meandonorhb,160,-1.892749206,-4.038472877,0.2529744659,0
LD,meandonorhb,161,-1.988352583,-4.244855135,0.2681499695,0
LD,meandonorhb,162,-2.083955959,-4.456962429,0.2890505103,0
LD,meandonorhb,163,-2.179559336,-4.673992717,0.3148740439,0
LD,meandonorhb,164,-2.275162713,-4.895261627,0.3449362003,0
LD,meandonorhb,165,-2.37076609,-5.120188028,0.3786558473,0
LD,meandonorhb,166,-2.466369467,-5.348279582,0.4155406475,0
LD,meandonorhb,167,-2.561972844,-5.579119356,0.4551736675,0
LD,meandonorhb,168,-2.657576221,-5.812353944,0.497201502,0
LD,meandonorhb,169,-2.753179598,-6.047683223,0.5413240271,0
LD,meandonorhb,170,-2.848782975,-6.284851664,0.5872857139,0
LD,meandonorhb,171,-2.944386352,-6.523641048,0.6348683441,0
LD,meandonorhb,172,-3.039989729,-6.7638644,0.6838849426,0
LD,meandonorhb,173,-3.135593106,-7.005360954,0.7341747429,0
LD,meandonorhb,174,-3.231196483,-7.247991982,0.7855990165,0
LD,meandonorhb,175,-3.326799859,-7.491637336,0.838037617,0
LD,meandonorhb,176,-3.422403236,-7.736192589,0.8913861158,0
LD,meandonorhb,177,-3.518006613,-7.981566649,0.9455534221,0
LD,meandonorhb,178,-3.61360999,-8.227679783,1.0004598022,0
LD,meandonorhb,179,-3.709213367,-8.47446196,1.056035226,0
LD,meandonorhb,180,-3.804816744,-8.721851471,1.1122179828,0
LD,meandonorhb,181,-3.900420121,-8.969793761,1.1689535188,0
LD,meandonorhb,182,-3.996023498,-9.218240454,1.2261934585,0
LD,meandonorhb,183,-4.091626875,-9.467148526,1.2838947767,0
LD,meandonorhb,184,-4.187230252,-9.7164796,1.3420190966,0
LD,meandonorhb,185,-4.282833629,-9.966199351,1.4005320935,0
LD,meandonorhb,186,-4.378437006,-10.216277,1.4594029847,0
LD,meandonorhb,187,-4.474040383,-10.46668486,1.5186040937,0
LD,meandonorhb,188,-4.569643759,-10.71739799,1.5781104752,0
LD,meandonorhb,189,-4.665247136,-10.96839387,1.6378995925,0
LD,meandonorhb,190,-4.760850513,-11.21965207,1.6979510386,0
MCHC,meandonorhb,104,-0.000465706,-2.268709329,2.2677779179,0
MCHC,meandonorhb,105,0.0513553096,-2.149940661,2.2526512804,0
MCHC,meandonorhb,106,0.1031763247,-2.031393173,2.2377458224,0
MCHC,meandonorhb,107,0.1549973399,-1.913088273,2.2230829531,0
MCHC,meandonorhb,108,0.206818355,-1.795050132,2.2086868423,0
MCHC,meandonorhb,109,0.2586393702,-1.677306123,2.194584863,0
MCHC,meandonorhb,110,0.3104603853,-1.559887346,2.1808081165,0
MCHC,meandonorhb,111,0.3622814005,-1.442829259,2.1673920602,0
MCHC,meandonorhb,112,0.4141024156,-1.326172426,2.1543772576,0
MCHC,meandonorhb,113,0.4659234308,-1.209963418,2.14181028,0
MCHC,meandonorhb,114,0.5177444459,-1.094255899,2.1297447905,0
MCHC,meandonorhb,115,0.5695654611,-0.979111931,2.1182428529,0
MCHC,meandonorhb,116,0.6213864762,-0.864603561,2.1073765135,0
MCHC,meandonorhb,117,0.6732074914,-0.750814732,2.0972297144,0
MCHC,meandonorhb,118,0.7250285065,-0.637843595,2.0879006085,0
MCHC,meandonorhb,119,0.7768495217,-0.525805312,2.0795043549,0
MCHC,meandonorhb,120,0.8286705368,-0.414835409,2.0721764823,0
MCHC,meandonorhb,121,0.880491552,-0.305093802,2.0660769062,0
MCHC,meandonorhb,122,0.9323125672,-0.196769539,2.061394673,0
MCHC,meandonorhb,123,0.9841335823,-0.090086295,2.0583534597,0
MCHC,meandonorhb,124,1.0359545975,0.0146914276,2.0572177673,0
MCHC,meandonorhb,125,1.0877756126,0.1172516547,2.0582995705,0
MCHC,meandonorhb,126,1.1395973964,0.2172156653,2.0619791274,0
MCHC,meandonorhb,127,1.1914274069,0.3140514751,2.0688033387,0
MCHC,meandonorhb,128,1.243276547,0.4071798323,2.0793732616,0
MCHC,meandonorhb,129,1.2951557476,0.496068809,2.0942426862,0
MCHC,meandonorhb,130,1.34707594,0.5802707847,2.1138810954,0
MCHC,meandonorhb,131,1.3990480553,0.6594643727,2.138631738,0
MCHC,meandonorhb,132,1.4510830246,0.733496024,2.1686700252,0
MCHC,meandonorhb,133,1.503191779,0.8024129081,2.20397065,0
MCHC,meandonorhb,134,1.5553852498,0.8664782366,2.2442922629,0
MCHC,meandonorhb,135,1.6076743679,0.9261631078,2.2891856279,0
MCHC,meandonorhb,136,1.6600700645,0.9821146445,2.3380254845,0
MCHC,meandonorhb,137,1.7125832709,1.0351062591,2.3900602827,0
MCHC,meandonorhb,138,1.765224918,1.0859794961,2.44447034,0
MCHC,meandonorhb,139,1.8180059371,1.1355867785,2.5004250957,0
MCHC,meandonorhb,140,1.8709372592,1.1847413231,2.5571331954,0
MCHC,meandonorhb,141,1.9240298156,1.2341764215,2.6138832097,0
MCHC,meandonorhb,142,1.9772945373,1.2845128599,2.6700762146,0
MCHC,meandonorhb,143,2.0307423554,1.3362311444,2.7252535665,0
MCHC,meandonorhb,144,2.0843837457,1.3896374465,2.7791300449,0
MCHC,meandonorhb,145,2.1382187081,1.4446868095,2.8317506068,0
MCHC,meandonorhb,146,2.192236767,1.5009868112,2.8834867229,0
MCHC,meandonorhb,147,2.2464269912,1.5579767317,2.9348772508,0
MCHC,meandonorhb,148,2.3007784497,1.6149627186,2.9865941807,0
MCHC,meandonorhb,149,2.3552802112,1.6711484502,3.0394119721,0
MCHC,meandonorhb,150,2.4099213446,1.7256723697,3.0941703195,0
MCHC,meandonorhb,151,2.4646909188,1.7776541573,3.1517276803,0
MCHC,meandonorhb,152,2.5195780027,1.8262502302,3.2129057752,0
MCHC,meandonorhb,153,2.5745716652,1.8707140384,3.2784292919,0
MCHC,meandonorhb,154,2.629660975,1.910452963,3.3488689871,0
MCHC,meandonorhb,155,2.6848350012,1.9450717152,3.4245982871,0
MCHC,meandonorhb,156,2.7400828124,1.9743938912,3.5057717336,0
MCHC,meandonorhb,157,2.7953934777,1.998458569,3.5923283864,0
MCHC,meandonorhb,158,2.8507560659,2.0174952455,3.6840168863,0
MCHC,meandonorhb,159,2.9061596458,2.0318850595,3.7804342321,0
MCHC,meandonorhb,160,2.9615932863,2.0421174844,3.8810690882,0
MCHC,meandonorhb,161,3.0170460563,2.0487499228,3.9853421898,0
MCHC,meandonorhb,162,3.0725070532,2.0523739715,4.0926401349,0
MCHC,meandonorhb,163,3.1279688186,2.0535215876,4.2024160495,0
MCHC,meandonorhb,164,3.183430584,2.0525610893,4.3143000787,0
MCHC,meandonorhb,165,3.2388923494,2.049792526,4.4279921729,0
MCHC,meandonorhb,166,3.2943541148,2.0454687797,4.54323945,0
MCHC,meandonorhb,167,3.3498158802,2.0398027564,4.6598290041,0
MCHC,meandonorhb,168,3.4052776457,2.0329738151,4.7775814762,0
MCHC,meandonorhb,169,3.4607394111,2.0251333245,4.8963454977,0
MCHC,meandonorhb,170,3.5162011765,2.0164093633,5.0159929896,0
MCHC,meandonorhb,171,3.5716629419,2.0069106472,5.1364152366,0
MCHC,meandonorhb,172,3.6271247073,1.99672978,5.2575196346,0
