predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
timesincecat,OSMO,predictorvalue,3,6495,0.84,0.28,0.8391301838,8.3912774E-01,0,0.9246893052
meanweekday,CA,predictorvalue,5,12729,2.06,0.41,0.8413350961,8.4132441E-01,0,0.9246893052
timesincecat,MONO,predictorvalue,3,1926,0.83,0.28,0.8434648765,8.4345590E-01,0,0.9246893052
meandonorhb,TROP_I,predspline,2,578,0.34,0.17,0.8444837165,8.4452544E-01,0,0.9246893052
meanstoragetime,METHB,predspline,2,15582,0.33,0.17,0.846052403,8.4605392E-01,0,0.9246893052
meandonorhb,NEUTRO,predspline,2,10783,0.33,0.16,0.8479779282,8.4798007E-01,0,0.9246893052
numdoncat,ALP,predictorvalue,4,6672,1.37,0.34,0.8487438208,8.4873268E-01,0,0.9246893052
meanstoragetime,CA_F,predspline,2,20336,0.32,0.16,0.8518072446,8.5180832E-01,0,0.9262381756
meanstoragetime,CA,predspline,2,12715,0.31,0.16,0.8544194752,8.5442114E-01,0,0.927278755
donorparity,NA,predictorvalue,2,46328,0.29,0.15,0.8639813815,8.6398178E-01,0,0.9358409998
numdoncat,STDBIK,predictorvalue,4,20298,1.27,0.32,0.8658126897,8.6580885E-01,0,0.9360095696
meandonorage,FERRITIN,predspline,2,2563,0.28,0.14,0.8685861251,8.6859285E-01,0,0.9372100133
meandonorhb,BASOF,predspline,2,1912,0.25,0.13,0.8824695974,8.8247681E-01,0,0.9502637711
timesincecat,SR,predictorvalue,3,83,0.65,0.22,0.8843969039,8.8408469E-01,0,0.9502637711
meandonationtime,PCO2,predspline,2,16421,0.23,0.11,0.8932817028,8.9328240E-01,0,0.9548798176
meandonorsex,NEUTRO,predictorvalue,1,10904,0.02,0.02,0.8933232592,8.9332573E-01,0,0.9548798176
meandonorsex,ALB,predictorvalue,1,23081,0.02,0.02,0.8934935192,8.9349469E-01,0,0.9548798176
meandonorage,EOSINO,predspline,2,1916,0.22,0.11,0.8955223061,8.9552800E-01,0,0.9552298634
timesincecat,NEUTRO,predictorvalue,3,10907,0.59,0.20,0.8992309807,8.9922845E-01,0,0.9573534816
meanstoragetime,NA,predspline,2,46267,0.19,0.10,0.9084092786,9.0840946E-01,0,0.9636691111
meandonorsex,CRP,predictorvalue,1,47657,0.01,0.01,0.9089639897,9.0896447E-01,0,0.9636691111
idbloodgroupcat,HBA1C,predictorvalue,1,181,0.01,0.01,0.9101981483,9.1032314E-01,0,0.9636691111
meanweekday,TRANSF,predictorvalue,5,48,1.44,0.29,0.9201182397,9.1758603E-01,0,0.9695248655
meandonorhb,TROP_T,predspline,2,4317,0.16,0.08,0.9215341226,9.2153555E-01,0,0.9718642314
donorparity,NTPROBNP,predictorvalue,2,819,0.16,0.08,0.9234854443,9.2349259E-01,0,0.972097461
idbloodgroupcat,GT,predictorvalue,1,7722,0.01,0.01,0.9288664625,9.2886878E-01,0,0.9721604738
meandonorsex,NTPROBNP,predictorvalue,1,820,0.01,0.01,0.9317699842,9.3179088E-01,0,0.9721604738
meanstoragetime,ALAT,predspline,2,16849,0.14,0.07,0.9321528386,9.3215311E-01,0,0.9721604738
meandonorhb,KREA,predspline,2,49860,0.14,0.07,0.9334902297,9.3349032E-01,0,0.9721604738
numdoncat,OSMO,predictorvalue,4,6494,0.83,0.21,0.9345701169,9.3455989E-01,0,0.9721604738
meandonorage,LYMF,predspline,2,1920,0.13,0.07,0.9352322681,9.3523445E-01,0,0.9721604738
idbloodgroupcat,NA,predictorvalue,1,46292,0.01,0.01,0.936529988,9.3653033E-01,0,0.9721604738
meandonorsex,META,predictorvalue,1,377,0.01,0.01,0.9373987878,9.3744046E-01,0,0.9721604738
meanstoragetime,MONO,predspline,2,1923,0.12,0.06,0.9434892993,9.4349096E-01,0,0.9766265014
meandonorsex,LD,predictorvalue,1,6692,0.00,0.00,0.9482027396,9.4820468E-01,0,0.9782886614
donorparity,CRP,predictorvalue,2,47656,0.11,0.05,0.9487846297,9.4878468E-01,0,0.9782886614
timesincecat,META,predictorvalue,3,375,0.35,0.12,0.9503975095,9.5033756E-01,0,0.9782886614
meandonorsex,HBA1C,predictorvalue,1,181,0.00,0.00,0.9564085629,9.5646885E-01,0,0.9827936805
timesincecat,ALB,predictorvalue,3,23091,0.30,0.10,0.9597985807,9.5979772E-01,0,0.9844079203
numdoncat,FE,predictorvalue,4,1403,0.58,0.15,0.9647534956,9.6472134E-01,0,0.986707438
meanweekday,GT,predictorvalue,5,7730,0.95,0.19,0.9664889142,9.6647927E-01,0,0.986707438
donorparity,BILI_K,predictorvalue,2,4822,0.07,0.03,0.9673254634,9.6732568E-01,0,0.986707438
donorparity,CA_F,predictorvalue,2,20355,0.06,0.03,0.9722975577,9.7229760E-01,0,0.9871774142
idbloodgroupcat,FIB,predictorvalue,1,13646,0.00,0.00,0.974651839,9.7465230E-01,0,0.9871774142
meandonorsex,TROP_I,predictorvalue,1,579,0.00,0.00,0.977080809,9.7709071E-01,0,0.9871774142
idbloodgroupcat,EOSINO,predictorvalue,1,1915,0.00,0.00,0.977421646,9.7742459E-01,0,0.9871774142
timesincecat,TROP_I,predictorvalue,3,577,0.20,0.07,0.9776981826,9.7767591E-01,0,0.9871774142
meandonationtime,FE,predspline,2,1399,0.04,0.02,0.9783629955,9.7836333E-01,0,0.9871774142
donorparity,TROP_I,predictorvalue,2,578,0.03,0.01,0.9875167871,9.8751706E-01,0,0.9930865719
timesincecat,LPK,predictorvalue,3,56357,0.13,0.04,0.987766603,9.8776647E-01,0,0.9930865719
meanweekday,LAKTAT,predictorvalue,5,18872,0.50,0.10,0.9919642429,9.9196301E-01,0,0.9955184317
meanweekday,TRI,predictorvalue,5,2548,0.41,0.08,0.9950942309,9.9508835E-01,0,0.9968684754
meandonorage,ERYTRO,predspline,2,36592,0.00,0.00,0.9982350703,9.9823507E-01,0,0.9982350704
idbloodgroupcat,HB,predictorvalue,1,90456,558.39,558.39,1.88145E-123,4.4519191E-123,1,2.24377E-120
meandonationtime,EVF,predspline,2,54970,495.89,247.95,2.08071E-108,6.3243794E-108,1,1.59374E-105
meanstoragetime,HB,predspline,2,90416,388.74,194.37,3.864605E-85,5.8620515E-85,1,9.848246E-83
meanstoragetime,EVF,predspline,2,55063,237.25,118.62,3.034083E-52,3.9146864E-52,1,4.932505E-50
meanstoragetime,ERYTRO,predspline,2,36126,187.29,93.64,2.142123E-41,2.7283631E-41,1,2.75019E-39
meandonorage,MCV,predspline,2,36398,140.37,70.19,3.296548E-31,3.7730089E-31,1,3.169327E-29
meanstoragetime,MCV,predspline,2,36348,119.42,59.71,1.168464E-26,1.2886157E-26,1,9.278033E-25
numdoncat,EVF,predictorvalue,4,55159,87.73,21.93,4.00032E-18,4.1357358E-18,1,2.605514E-16
idbloodgroupcat,TPK,predictorvalue,1,53484,69.87,69.87,6.319325E-17,6.4692700E-17,1,3.622791E-15
meandonorage,MCH,predspline,2,36486,67.48,33.74,2.218183E-15,2.2884033E-15,1,1.153355E-13
idbloodgroupcat,ERYTRO,predictorvalue,1,36149,60.51,60.51,7.31872E-15,7.5124360E-15,1,3.442062E-13
idbloodgroupcat,CL,predictorvalue,1,20819,54.21,54.21,1.799341E-13,1.8662696E-13,1,7.838332E-12
idbloodgroupcat,BILI,predictorvalue,1,22133,40.98,40.98,1.540049E-10,1.5709380E-10,1,6.0904056E-9
timesincecat,EVF,predictorvalue,3,55160,37.55,12.52,3.5225549E-8,3.5439647E-08,1,1.2758273E-6
meanstoragetime,TPK,predspline,2,53453,33.65,16.82,4.9360123E-8,4.9622084E-08,1,1.667302E-6
donorparity,MCV,predictorvalue,2,36398,31.36,15.68,1.5474263E-7,1.5579102E-07,1,4.9074172E-6
meanstoragetime,MCH,predspline,2,36436,29.02,14.51,4.9986903E-7,5.0276384E-07,1,0.0000149055
meanweekday,EVF,predictorvalue,5,55147,36.08,7.22,9.1723646E-7,9.2181702E-07,1,0.0000258109
idbloodgroupcat,CA_F,predictorvalue,1,20111,23.07,23.07,1.5619942E-6,1.5732420E-06,1,0.0000417323
donorparity,MCH,predictorvalue,2,36486,23.92,11.96,6.393289E-6,6.4183929E-06,1,0.0001617435
meandonorsex,MCH,predictorvalue,1,36487,19.48,19.48,0.0000101823,1.0211467E-05,1,0.0002450752
idbloodgroupcat,KREA,predictorvalue,1,49792,18.30,18.30,0.0000189198,1.8955020E-05,1,0.0004342423
meanstoragetime,COHB,predspline,2,14005,20.24,10.12,0.0000402959,4.0591350E-05,1,0.00088948
meanstoragetime,BILI,predspline,2,22125,19.36,9.68,0.0000626623,6.2927992E-05,1,0.0012722692
meandonorsex,MCV,predictorvalue,1,36399,16.01,16.01,0.000062984,6.3108590E-05,1,0.0012722692
meanstoragetime,APTT,predspline,2,21893,19.07,9.53,0.0000724194,7.2720486E-05,1,0.0014096586
idbloodgroupcat,LAKTAT,predictorvalue,1,18642,15.02,15.02,0.0001061283,1.0649181E-04,1,0.0019878471
idbloodgroupcat,PCO2,predictorvalue,1,16274,14.40,14.40,0.0001477559,1.4829116E-04,1,0.0026692408
meandonorage,EVF,predspline,2,55134,16.96,8.48,0.0002073578,2.0762845E-04,1,0.0036084393
meanstoragetime,SR,predspline,2,80,16.90,8.45,0.0002139445,4.6851376E-04,1,0.0078710311
numdoncat,BILI_K,predictorvalue,4,4782,18.74,4.69,0.0008838417,8.9700126E-04,1,0.0142485131
numdoncat,HB,predictorvalue,4,90583,18.69,4.67,0.0009039643,9.0466750E-04,1,0.0142485131
idbloodgroupcat,TRI,predictorvalue,1,2526,10.79,10.79,0.0010205062,1.0344446E-03,1,0.0157987899
idbloodgroupcat,COHB,predictorvalue,1,14006,10.16,10.16,0.0014379798,1.4411369E-03,1,0.0213627353
numdoncat,MCV,predictorvalue,4,36416,16.73,4.18,0.0021807721,2.1840691E-03,1,0.0314505946
numdoncat,MCHC,predictorvalue,4,23850,15.91,3.98,0.0031422938,3.1487729E-03,1,0.0439012972
meanweekday,PCO2,predictorvalue,5,16281,17.80,3.56,0.003211873,3.2229127E-03,1,0.0439012972
meanstoragetime,KREA,predspline,2,49757,11.33,5.66,0.0034734528,3.4756916E-03,1,0.0460986462
meanstoragetime,ALB,predspline,2,22850,10.98,5.49,0.0041284136,4.1338607E-03,1,0.0534222002
meanstoragetime,CL,predspline,2,20815,10.57,5.28,0.0050731177,5.0799244E-03,1,0.0635786663
meandonorage,HB,predspline,2,90528,10.53,5.26,0.0051704908,5.1720740E-03,1,0.0635786663
meanstoragetime,LPK,predspline,2,55654,10.42,5.21,0.005449033,5.4516934E-03,1,0.0654203206
timesincecat,LD,predictorvalue,3,6634,12.36,4.12,0.0062519752,6.2827592E-03,1,0.0736397823
timesincecat,MCHC,predictorvalue,3,23851,11.96,3.99,0.0075066766,7.5162553E-03,1,0.0860952881
timesincecat,ERYTRO,predictorvalue,3,36196,11.74,3.91,0.0083286893,8.3354111E-03,1,0.093356604
meanweekday,TPK,predictorvalue,5,53535,15.14,3.03,0.0097883382,9.7952776E-03,1,0.107322172
donorparity,HB,predictorvalue,2,90529,9.18,4.59,0.0101368556,1.0139216E-02,1,0.1087269161
timesincecat,MCV,predictorvalue,3,36417,11.20,3.73,0.0106790908,1.0686830E-02,1,0.1122117184
idbloodgroupcat,STDBIK,predictorvalue,1,20060,6.46,6.46,0.0110290541,1.1036512E-02,1,0.113518408
donorparity,PCO2,predictorvalue,2,16283,8.69,4.35,0.0129414706,1.2956495E-02,1,0.1306014672
idbloodgroupcat,APTT,predictorvalue,1,21905,6.08,6.08,0.0136462964,1.3653895E-02,1,0.1349326054
idbloodgroupcat,PO2,predictorvalue,1,16363,5.94,5.94,0.0147696491,1.4780218E-02,1,0.1409529595
donorparity,K,predictorvalue,2,46302,8.42,4.21,0.0148167567,1.4822434E-02,1,0.1409529595
numdoncat,ERYTRO,predictorvalue,4,36195,12.20,3.05,0.0158988797,1.5910630E-02,1,0.1484992158
timesincecat,GT,predictorvalue,3,7670,10.21,3.40,0.0168445989,1.6891998E-02,1,0.154792128
timesincecat,MCH,predictorvalue,3,36505,10.14,3.38,0.0174257154,1.7435852E-02,1,0.1552920087
idbloodgroupcat,BILI_K,predictorvalue,1,4781,5.64,5.64,0.0175235888,1.7562787E-02,1,0.1552920087
meandonationtime,LPK,predspline,2,55561,7.95,3.98,0.0187458707,1.8751207E-02,1,0.1629415205
timesincecat,HB,predictorvalue,3,90584,9.90,3.30,0.0194097907,1.9414112E-02,1,0.1637985849
donorparity,EVF,predictorvalue,2,55134,7.88,3.94,0.019494349,1.9499832E-02,1,0.1637985849
meanstoragetime,K,predspline,2,46242,7.71,3.86,0.0211592816,2.1166084E-02,1,0.1748804351
idbloodgroupcat,MCHC,predictorvalue,1,23814,5.19,5.19,0.0226740743,2.2682885E-02,1,0.1843899034
idbloodgroupcat,K,predictorvalue,1,46266,5.13,5.13,0.0234555694,2.3460169E-02,1,0.1876813524
meandonorage,K,predspline,2,46302,7.36,3.68,0.0252097114,2.5217087E-02,1,0.1985845611
meandonorage,PCO2,predspline,2,16283,7.17,3.59,0.0277162086,2.7738096E-02,1,0.215076931
meandonationtime,BILI_K,predspline,2,4766,7.13,3.57,0.028270165,2.8345617E-02,1,0.2164574382
meandonorsex,MYELO,predictorvalue,1,350,4.80,4.80,0.0284016736,2.9060063E-02,1,0.2186010696
meandonorage,BILI_K,predspline,2,4784,7.01,3.51,0.0299795309,3.0056639E-02,1,0.2227727339
meandonorsex,EVF,predictorvalue,1,55135,4.64,4.64,0.0312549577,3.1259278E-02,1,0.228328641
idbloodgroupcat,LPK,predictorvalue,1,55698,4.57,4.57,0.0325602843,3.2564625E-02,1,0.2344653035
numdoncat,K,predictorvalue,4,46323,10.42,2.61,0.0338792657,3.3892733E-02,1,0.2405906694
meanstoragetime,TROP_T,predspline,2,4309,6.70,3.35,0.0350377598,3.5129110E-02,1,0.24590377
meanstoragetime,PCO2,predspline,2,16266,6.64,3.32,0.0362232104,3.6247729E-02,1,0.2502582958
numdoncat,TPK,predictorvalue,4,53550,10.10,2.52,0.0388187558,3.8831124E-02,1,0.2625033395
meanstoragetime,MCHC,predspline,2,23806,6.49,3.24,0.0390457464,3.9062997E-02,1,0.2625033395
idbloodgroupcat,PH,predictorvalue,1,20166,4.05,4.05,0.0441866871,4.4199958E-02,1,0.2931155084
meanstoragetime,CO2,predspline,2,1062,6.22,3.11,0.0446829131,4.5089640E-02,1,0.2951321922
numdoncat,MCH,predictorvalue,4,36504,9.68,2.42,0.046235039,4.6254534E-02,1,0.2960944271
meanweekday,BILI_K,predictorvalue,5,4779,11.26,2.25,0.0465183032,4.6693879E-02,1,0.2960944271
idbloodgroupcat,CO2,predictorvalue,1,1061,3.93,3.93,0.0473087534,4.7566192E-02,1,0.2960944271
meanweekday,NEUTRO,predictorvalue,5,10773,11.18,2.24,0.0478350436,4.7913799E-02,1,0.2960944271
meandonationtime,NA,predspline,2,45717,6.07,3.03,0.0481644008,4.8174093E-02,1,0.2960944271
timesincecat,METHB,predictorvalue,3,15391,7.84,2.61,0.0494652685,4.9503889E-02,1,0.3006019277
numdoncat,LPK,predictorvalue,4,55770,9.43,2.36,0.0511844103,5.1197677E-02,1,0.3071860617
meandonationtime,INR,predspline,2,27584,5.89,2.94,0.0526900321,5.2706580E-02,1,0.3095499569
donorparity,ALP,predictorvalue,2,6619,5.88,2.94,0.0527510399,5.2820032E-02,1,0.3095499569
meandonorsex,HBA1C,predictorvalue,1,178,3.75,3.75,0.0529636962,5.4548549E-02,1,0.3160053893
meanstoragetime,TROP_I,predspline,2,575,5.77,2.89,0.05575213,5.6560619E-02,1,0.3239380884
meanweekday,INR,predictorvalue,5,27692,10.66,2.13,0.0586585659,5.8691642E-02,1,0.332366151
idbloodgroupcat,META,predictorvalue,1,371,3.43,3.43,0.0639338296,6.4727823E-02,1,0.3624758088
meandonorsex,MONO,predictorvalue,1,1905,3.36,3.36,0.066665515,6.6821429E-02,1,0.370087916
meandonationtime,BE,predspline,2,19910,5.39,2.69,0.0675921624,6.7616806E-02,1,0.3704225028
timesincecat,CA_F,predictorvalue,3,20133,7.05,2.35,0.0701843292,7.0217358E-02,1,0.3805327763
meandonationtime,K,predspline,2,46182,5.28,2.64,0.0713962396,7.1407010E-02,1,0.38286312
meandonorsex,HB,predictorvalue,1,90530,3.23,3.23,0.0721657942,7.2169125E-02,1,0.3828761982
numdoncat,CA,predictorvalue,4,12610,8.53,2.13,0.0740878376,7.4154043E-02,1,0.3893087277
meandonorage,GLUKOS,predspline,2,44106,5.02,2.51,0.0814286614,8.1440274E-02,1,0.4231535903
meandonorsex,RET,predictorvalue,1,486,3.01,3.01,0.0829908174,8.3625022E-02,1,0.4300715421
donorparity,MYELO,predictorvalue,2,349,4.96,2.48,0.083911221,8.5386583E-02,1,0.4346953341
donorparity,HAPTO,predictorvalue,2,365,4.91,2.46,0.0856739975,8.7090208E-02,1,0.4370586705
meanweekday,EGFR,predictorvalue,5,7546,9.58,1.92,0.0882125008,8.8349443E-02,1,0.4370586705
meanstoragetime,OSMO,predspline,2,6411,4.85,2.43,0.0883712125,8.8452350E-02,1,0.4370586705
donorparity,HBA1C,predictorvalue,2,177,4.85,2.43,0.0883271018,9.1260835E-02,1,0.4463861117
meandonationtime,ERYTRO,predspline,2,36061,4.76,2.38,0.0924721216,9.2486657E-02,1,0.4463861117
meandonorsex,HAPTO,predictorvalue,1,366,2.84,2.84,0.0921445547,9.2997107E-02,1,0.4463861117
meanweekday,HB,predictorvalue,5,90558,9.36,1.87,0.0955128065,9.5524420E-02,1,0.4482582036
donorparity,OSMO,predictorvalue,2,6414,4.69,2.35,0.0957622298,9.5844389E-02,1,0.4482582036
meanstoragetime,EGFR,predspline,2,7536,4.69,2.34,0.0959891638,9.6059115E-02,1,0.4482582036
donorparity,COHB,predictorvalue,2,14013,4.66,2.33,0.0971091757,9.7146859E-02,1,0.4482582036
donorparity,LAKTAT,predictorvalue,2,18653,4.65,2.32,0.0978057939,9.7834132E-02,1,0.4482582036
meandonorsex,TPK,predictorvalue,1,53523,2.72,2.72,0.0992816901,9.9287559E-02,1,0.4491353095
donorparity,TPK,predictorvalue,2,53522,4.60,2.30,0.1001628913,1.0017280E-01,1,0.4491353095
numdoncat,TRI,predictorvalue,4,2529,7.77,1.94,0.1003453671,1.0069899E-01,1,0.4491353095
meandonorsex,PCO2,predictorvalue,1,16284,2.66,2.66,0.1025895207,1.0260886E-01,1,0.4536391517
meandonorsex,KREA,predictorvalue,1,49838,2.59,2.59,0.107458825,1.0746516E-01,1,0.4709777375
idbloodgroupcat,BASOF,predictorvalue,1,1909,2.58,2.58,0.1084728853,1.0863829E-01,1,0.4720146267
meanstoragetime,GLUKOS,predspline,2,44039,4.41,2.21,0.1101074437,1.1011961E-01,1,0.4743614142
meandonationtime,STDBIK,predspline,2,20036,4.30,2.15,0.1162591243,1.1628599E-01,1,0.4928677178
meanstoragetime,GT,predspline,2,7656,4.30,2.15,0.1163012271,1.1637154E-01,1,0.4928677178
meandonorsex,TRI,predictorvalue,1,2531,2.44,2.44,0.1180429598,1.1816798E-01,1,0.4963055015
meandonorsex,LAKTAT,predictorvalue,1,18654,2.41,2.41,0.1202442207,1.2026119E-01,1,0.500922623
meandonorage,LAKTAT,predspline,2,18653,4.22,2.11,0.1215369895,1.2156593E-01,1,0.5022067902
meandonationtime,MCV,predspline,2,36281,4.18,2.09,0.1236613899,1.2367628E-01,1,0.5038688137
numdoncat,FIB,predictorvalue,4,13548,7.24,1.81,0.1238998507,1.2396772E-01,1,0.5038688137
donorparity,TRI,predictorvalue,2,2530,4.13,2.06,0.1270734684,1.2728718E-01,1,0.513221897
numdoncat,LD,predictorvalue,4,6633,7.04,1.76,0.1335492059,1.3368850E-01,1,0.5337548195
meandonorage,OSMO,predspline,2,6414,4.00,2.00,0.1353025057,1.3538690E-01,1,0.5337548195
idbloodgroupcat,NEUTRO,predictorvalue,1,10769,2.23,2.23,0.1355274852,1.3555678E-01,1,0.5337548195
meanweekday,MCH,predictorvalue,5,36496,8.32,1.66,0.1394230921,1.3945329E-01,1,0.5448407781
meandonorsex,COHB,predictorvalue,1,14014,2.16,2.16,0.1416576351,1.4168008E-01,1,0.5487009338
meandonationtime,FIB,predspline,2,13493,3.85,1.93,0.1456156093,1.4565567E-01,1,0.5487009338
donorparity,MONO,predictorvalue,2,1904,3.85,1.93,0.1455737709,1.4585760E-01,1,0.5487009338
timesincecat,TRI,predictorvalue,3,2530,5.38,1.79,0.1457649362,1.4605733E-01,1,0.5487009338
meandonorsex,ALP,predictorvalue,1,6620,2.11,2.11,0.1465247931,1.4657218E-01,1,0.5487009338
meanweekday,FERRITIN,predictorvalue,5,2548,8.18,1.64,0.146540811,1.4697346E-01,1,0.5487009338
donorparity,CL,predictorvalue,2,20833,3.79,1.90,0.1501954642,1.5022138E-01,1,0.5489494367
meandonorsex,CA,predictorvalue,1,12608,2.07,2.07,0.1502166128,1.5024144E-01,1,0.5489494367
meandonorsex,STDBIK,predictorvalue,1,20074,2.06,2.06,0.1511908055,1.5120639E-01,1,0.5489494367
meanstoragetime,NEUTRO,predspline,2,10759,3.78,1.89,0.1513466206,1.5139677E-01,1,0.5489494367
meandonorsex,MCHC,predictorvalue,1,23840,2.01,2.01,0.1562720926,1.5628516E-01,1,0.5626265844
idbloodgroupcat,TROP_T,predictorvalue,1,4313,1.97,1.97,0.1600112259,1.6008324E-01,1,0.5722124498
meandonationtime,RET,predspline,2,484,3.66,1.83,0.1602425247,1.6135082E-01,1,0.572681775
timesincecat,APTT,predictorvalue,3,21937,5.13,1.71,0.1627915004,1.6282506E-01,1,0.5738729287
donorparity,FERRITIN,predictorvalue,2,2550,3.51,1.76,0.1727546578,1.7296346E-01,1,0.6051206994
meandonorsex,BILI_K,predictorvalue,1,4785,1.85,1.85,0.1742846012,1.7434864E-01,1,0.6051206994
numdoncat,KREA,predictorvalue,4,49858,6.34,1.58,0.1752745323,1.7529290E-01,1,0.6051206994
meanweekday,BASOF,predictorvalue,5,1907,7.61,1.52,0.1788625599,1.7943350E-01,1,0.6152005768
meandonorage,CO2,predspline,2,1063,3.38,1.69,0.1847326355,1.8522792E-01,1,0.6262539198
meanweekday,MYELO,predictorvalue,5,346,7.55,1.51,0.1829421003,1.8606077E-01,1,0.6262539198
timesincecat,EGFR,predictorvalue,3,7550,4.76,1.59,0.190364972,1.9046042E-01,1,0.6262539198
donorparity,LYMF,predictorvalue,2,1897,3.32,1.66,0.190552594,1.9082855E-01,1,0.6262539198
meanweekday,LPK,predictorvalue,5,55756,7.41,1.48,0.1917637071,1.9178305E-01,1,0.6262539198
meandonationtime,APTT,predspline,2,21847,3.30,1.65,0.192357905,1.9238183E-01,1,0.6262539198
meanweekday,RET,predictorvalue,5,482,7.41,1.48,0.1918555624,1.9408079E-01,1,0.6262539198
numdoncat,EGFR,predictorvalue,4,7549,6.03,1.51,0.1970138638,1.9713282E-01,1,0.6262539198
meandonationtime,ALAT,predspline,2,16669,3.24,1.62,0.1977240907,1.9775525E-01,1,0.6262539198
timesincecat,HAPTO,predictorvalue,3,364,4.68,1.56,0.1969475647,1.9890631E-01,1,0.6262539198
idbloodgroupcat,INR,predictorvalue,1,27663,1.65,1.65,0.1989188419,1.9892960E-01,1,0.6262539198
meandonationtime,BASOF,predspline,2,1907,3.21,1.61,0.2007896642,2.0106094E-01,1,0.6262539198
timesincecat,EOSINO,predictorvalue,3,1892,4.63,1.54,0.2007442746,2.0112067E-01,1,0.6262539198
meandonationtime,HBA1C,predspline,2,177,3.24,1.62,0.1983064096,2.0122527E-01,1,0.6262539198
meandonorage,ASAT,predspline,2,15142,3.21,1.60,0.2012617441,2.0129590E-01,1,0.6262539198
donorparity,MCHC,predictorvalue,2,23839,3.16,1.58,0.2063380581,2.0635962E-01,1,0.6380689989
meanstoragetime,PH,predspline,2,20161,3.14,1.57,0.2077426567,2.0776810E-01,1,0.6385068486
meandonorsex,INR,predictorvalue,1,27684,1.56,1.56,0.2112079316,2.1121850E-01,1,0.641617028
meandonorage,CL,predspline,2,20833,3.09,1.55,0.2131955186,2.1321996E-01,1,0.641617028
donorparity,RET,predictorvalue,2,485,3.09,1.55,0.2128233879,2.1387208E-01,1,0.641617028
donorparity,STDBIK,predictorvalue,2,20073,3.08,1.54,0.2138469961,2.1387234E-01,1,0.641617028
meandonationtime,NEUTRO,predspline,2,10749,3.05,1.53,0.2173747403,2.1742184E-01,1,0.6447394233
meandonationtime,LYMF,predspline,2,1894,3.04,1.52,0.2182344565,2.1850131E-01,1,0.6447394233
meanstoragetime,BE,predspline,2,19929,3.02,1.51,0.2210523822,2.2107765E-01,1,0.6447394233
meanweekday,CO2,predictorvalue,5,1061,7.00,1.40,0.220908615,2.2188711E-01,1,0.6447394233
meandonorage,STDBIK,predspline,2,20073,2.99,1.50,0.2239117139,2.2393669E-01,1,0.6447394233
timesincecat,PO2,predictorvalue,3,16381,4.36,1.45,0.2254036925,2.2544578E-01,1,0.6447394233
meandonationtime,OSMO,predspline,2,6399,2.96,1.48,0.2278544102,2.2793229E-01,1,0.6447394233
idbloodgroupcat,MCH,predictorvalue,1,36456,1.45,1.45,0.2283422036,2.2835002E-01,1,0.6447394233
timesincecat,LYMF,predictorvalue,3,1896,4.33,1.44,0.2284270523,2.2878873E-01,1,0.6447394233
numdoncat,NA,predictorvalue,4,45861,5.61,1.40,0.2298747097,2.2989346E-01,1,0.6447394233
meandonorsex,K,predictorvalue,1,46303,1.44,1.44,0.2308207468,2.3082688E-01,1,0.6447394233
meandonationtime,HAPTO,predspline,2,364,2.94,1.47,0.2300512369,2.3141264E-01,1,0.6447394233
timesincecat,ALP,predictorvalue,3,6620,4.29,1.43,0.2314401684,2.3154332E-01,1,0.6447394233
timesincecat,BILI_K,predictorvalue,3,4783,4.27,1.42,0.23347547,2.3361777E-01,1,0.6450435702
meanstoragetime,PO2,predspline,2,16360,2.89,1.45,0.2353177832,2.3534789E-01,1,0.6450435702
numdoncat,CA_F,predictorvalue,4,20132,5.55,1.39,0.2354549778,2.3549730E-01,1,0.6450435702
donorparity,KREA,predictorvalue,2,49837,2.88,1.44,0.2367620849,2.3677195E-01,1,0.6450435702
meanweekday,ALP,predictorvalue,5,6615,6.77,1.35,0.2384857382,2.3863872E-01,1,0.6464850438
meandonationtime,EOSINO,predspline,2,1890,2.86,1.43,0.2398470353,2.4010560E-01,1,0.6464850438
idbloodgroupcat,ALAT,predictorvalue,1,16718,1.37,1.37,0.2411324799,2.4114918E-01,1,0.6464850438
meanstoragetime,BILI_K,predspline,2,4776,2.81,1.41,0.2448560258,2.4495751E-01,1,0.651945619
numdoncat,NEUTRO,predictorvalue,4,10779,5.43,1.36,0.2463042893,2.4638187E-01,1,0.651945619
meandonorage,MONO,predspline,2,1904,2.80,1.40,0.2468130566,2.4706669E-01,1,0.651945619
meandonorage,ALP,predspline,2,6619,2.77,1.38,0.2507408009,2.5081328E-01,1,0.6541756435
meanweekday,ASAT,predictorvalue,5,15142,6.60,1.32,0.2521287206,2.5219396E-01,1,0.6541756435
meanweekday,PH,predictorvalue,5,20181,6.59,1.32,0.2533713763,2.5342021E-01,1,0.6541756435
meandonorage,LD,predspline,2,6634,2.74,1.37,0.2542188621,2.5429073E-01,1,0.6541756435
numdoncat,CL,predictorvalue,4,20842,5.34,1.33,0.2543621006,2.5440164E-01,1,0.6541756435
meandonorage,BE,predspline,2,19947,2.72,1.36,0.2565977378,2.5662154E-01,1,0.6565342915
timesincecat,KREA,predictorvalue,3,49859,4.01,1.34,0.2604168351,2.6042986E-01,1,0.6606770992
meandonationtime,CRP,predspline,2,47067,2.69,1.34,0.2611428101,2.6115281E-01,1,0.6606770992
